,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_angsep,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,ra,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_tmag,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec
pl_dens,-0.06603376977233172,0.13324143054273846,-0.015233820984194136,-0.08587200601302357,-0.09511263618685653,-0.055896126519539485,-0.642059032389304,-0.6419240980616767,-0.4237401788090705,-0.4237288621641907,1.0,-0.12110389757542989,-0.017693546445212947,-0.023569519771369216,0.0011322578687340342,-0.276186776153646,-0.15231600542565976,-0.678085285372606,-0.26004283674667783,-0.03862802518941187,-0.6806981492299424,-0.1437733215182188,-0.19511964886677488,-0.13806870343405697,-0.16047847392593417,-0.15995667864592653,0.1984621090141665,-0.027514798683749425,0.14101265522817388,0.10394778221322251,0.16330568674763843,0.07846031902389594,-0.09296380154595225,0.19472837639284596,0.12199806819344403,-0.014743845563060923,0.018761917886898807,0.023820496505166464,-0.028073415448507177,-0.008518429902413353,0.14007367209007116,0.12276008362603197,0.08415033786952798,0.07222642837530417,0.06920959450450254,0.10006108672566036,0.09811295235758777,0.10399813483120847,0.10595215997202569,0.11656331610714157,0.10231809743730161,0.07918322841331929,-0.1054636284486222,-0.1294605869404294,-0.08288323963463493,-0.11807967511765104,-0.08395981962306655,0.04816433620174597
pl_orbeccen,0.16889372601392869,0.0347846659325424,0.048225331190608185,0.35129554562365967,0.3417127692599181,0.6229715213629791,0.472808806308228,0.4729605244491333,0.526435265999879,0.5264346315495314,-0.12110389757542989,1.0,-0.06285399049483319,-0.01841443230015317,-0.07513447355948578,0.4216346358871369,0.09606683841169877,0.36070432411438635,-0.011583405962115736,-0.010038140536250345,0.3543606320998734,-0.11611426886754563,0.1392359982859134,0.09515078998530069,0.09694249014854053,0.0890298473893992,-0.1681365268443195,0.07279910271848612,0.0037992902088993,-0.3971239582178974,-0.4217629385906291,-0.13485764707116835,0.3793479686084118,-0.5262618073749434,-0.4147782258408595,0.5324526635182142,-0.029385338441602665,-0.1927847147177151,-0.6005347332206321,0.6046960710733583,-0.5899689420677005,-0.6048794085479133,-0.6539410044221914,-0.6559906788613512,-0.6585084409822752,-0.6575371739053465,-0.6586630387638961,-0.6556063791572415,-0.5954395293572573,-0.6252610593941837,-0.6396500728976457,-0.1801390074624698,0.47668391108391284,0.2872336200824187,0.2988281332209298,-0.03712750966188548,0.019027007289305564,0.07039938632737286
pl_insol,0.060242097542005976,-0.22104380634158344,-0.035921694172182404,-0.7388034078887787,-0.6493369311687538,-0.6783482645787248,0.08159656381907505,0.08161799119607117,0.0826815883779035,0.08263841568013043,-0.017693546445212947,-0.06285399049483319,1.0,0.9706525041928535,-0.4921149044593664,-0.11046060732367391,-0.00578644153756734,-0.13392280714549457,-0.23436106045959643,-0.8565792591084073,-0.16804673647994697,0.46866256525290845,0.5138929630081067,0.5148654552017967,0.2105493908737293,0.5113119271692902,-0.48881200909374234,-0.04323678749877952,-0.41813356141140845,-0.010864200844882597,-0.06601041204178802,-0.05209234645020913,0.061814173436079214,-0.07931486380503555,-0.024023625078807356,-0.1743950773133878,-0.019773813232964434,0.04989895008046266,0.16886253883979824,-0.1662497024270311,-0.28989825269057073,-0.2579153230496038,-0.1051634421784018,-0.07558277598180906,-0.06240940443282657,-0.11392533619772989,-0.1101878811945585,-0.09868354511327532,-0.07287958722329813,-0.21157129261866361,-0.16311745839859818,-0.07077875485941038,-0.01223797646912005,0.13805321467328077,-0.10301627979577137,0.1796653938393151,0.020534389544694394,
pl_eqt,0.059301479026443574,-0.22584565519823893,-0.010333340039305479,-0.7498672381661664,-0.6303163913060985,-0.5948159935687963,0.12850945875739267,0.12851980983330508,0.12593732357547044,0.12592030110130076,-0.023569519771369216,-0.01841443230015317,0.9706525041928535,1.0,-0.510438334517262,-0.06846800288776815,0.00866707147485336,-0.08109676121961636,-0.2730546548842244,-0.8597983385836093,-0.11602829781396425,0.4280568853502735,0.4867167979443592,0.48064782682948926,0.20353777892955355,0.4547008390064189,-0.46876534373008355,-0.06429160827173859,-0.3763654585089366,-0.06222065704919992,-0.12304167822345333,-0.07567381327492428,0.09703020523594896,-0.14374739887796634,-0.07421488116283997,-0.12373650819446215,-0.02576033989620406,0.025269779793756494,0.10135593941896792,-0.10255116836341714,-0.2912689001089721,-0.2683841608088903,-0.14161675906551233,-0.11788160066739971,-0.10660568383416194,-0.16079185119990708,-0.15786896389647698,-0.14848121743461998,-0.12348392254548388,-0.22871276009388866,-0.189696357237598,-0.10378810160248177,-0.0008273432814576732,0.1252008649179605,-0.10632696294973959,0.18647832635317976,0.03483248873029937,0.03877494258856633
pl_orbincl,-0.03206969861491256,0.11823656271549947,-0.03846159152066748,0.37492066071829566,0.33761578264805303,0.1927594980503503,-0.09819336314349181,-0.09822305350887797,-0.10408304387460758,-0.10400844836158205,0.0011322578687340342,-0.07513447355948578,-0.4921149044593664,-0.510438334517262,1.0,-0.03689553437886943,-0.3428986688821897,0.010551221219170263,0.27689050059587217,0.6061752461533911,-0.0024812281285136305,-0.08543541317617609,-0.13644757964604076,-0.11416147928348216,-0.08773152135983273,-0.11952260772813658,0.15235671584473764,-0.003542635039433539,0.20341578890779888,0.1299502307467563,0.11131503890435476,0.017694641703705754,-0.11898781476331254,0.13951639836150445,0.13746203337023524,-0.06686620902673898,0.01993077878822022,0.013385466713517305,0.10244925719831437,-0.10434615416381712,0.1985335978488022,0.2091333630752817,0.19567214528277033,0.18939003997414494,0.18762849432577877,0.18763145093363734,0.18649413172216323,0.1712657298704593,0.15304471353804366,0.2095838901361455,0.20298550020214867,0.10615731427560723,-0.10779953968884365,-0.12291836033252047,-0.06024288514905773,-0.10269864637747478,-0.023536474449154368,-0.01745062083141908
pl_tranmid,0.09931050583090059,-0.05477198494965341,0.5320136466280228,-0.0454887101248332,-0.025364030630044058,0.45254268189843017,0.3571994642540245,0.35745049775785104,0.35733419165695884,0.35736769034788995,-0.276186776153646,0.4216346358871369,-0.11046060732367391,-0.06846800288776815,-0.03689553437886943,1.0,0.12843353108700997,0.5450374328186922,-0.010104943650815207,0.024380871497520343,0.5082382467114155,-0.1623677610988362,-0.08875018499271306,-0.11301230877441053,0.04221230178660032,-0.12815685670319588,0.05797638583914247,0.08730963260657047,0.11319089915593022,-0.4272154620873912,-0.3947191602957237,-0.029103170858818413,0.4601676248095263,-0.5170797919384879,-0.4686730507054196,0.47220856485543367,-0.03614602111622777,-0.11935736615756837,-0.5442395233202891,0.547667933040145,-0.4198086083454888,-0.4365481312615314,-0.5498116296684322,-0.5583173177483515,-0.5620504786096032,-0.5534150599798513,-0.5550514857032323,-0.5505016219210345,-0.4361262325288863,-0.48507375254983987,-0.5178406250011637,-0.36804264528762015,0.02335156820902685,-0.07627970222296807,-0.03519896009339108,0.05497008749437898,0.06290312889078979,-0.0020418765662474896
pl_imppar,0.03407557823883768,-0.022526763939035625,0.08646341753560324,0.01674949378086753,0.026656255321815054,0.08903042651544885,0.17417212199768245,0.17418990729986883,0.16225909065493316,0.16220432235878998,-0.15231600542565976,0.09606683841169877,-0.00578644153756734,0.00866707147485336,-0.3428986688821897,0.12843353108700997,1.0,0.09813361159605635,-0.03274794868492592,-0.10385156513761765,0.13876013635159293,0.01912161845196846,0.03858651578142604,0.03465094190218096,0.015122452490633598,0.03695845511511814,-0.03880816666825851,-0.02301336113397205,-0.12887444303885667,-0.09720211523377398,-0.05449801513747366,0.01072797323832293,0.08986981038840391,-0.07273141506349051,-0.07534283936897229,0.07741063789935958,-0.012358680143219895,-0.020862357164420985,-0.08082294979897761,0.07952365068796748,-0.10889870092625095,-0.11733984754859875,-0.11959410836725798,-0.11804606927273416,-0.1171766929536546,-0.1122114245943101,-0.11213252856441423,-0.10356606469477767,-0.06056803870964696,-0.12609277759763535,-0.12175834431780698,-0.07531836899469604,0.04735160364499694,0.034955332447098635,0.03535663533468532,0.004554068089602819,0.024607174491220896,
pl_trandep,0.14267622457206364,-0.19825285908655021,0.1422032473417536,-0.05850141232769755,-0.07718092874882203,0.23382907585815008,0.7949036789347685,0.7949033608238947,0.7517998647905454,0.7518378048947127,-0.678085285372606,0.36070432411438635,-0.13392280714549457,-0.08109676121961636,0.010551221219170263,0.5450374328186922,0.09813361159605635,1.0,-0.03950146550953252,0.05193259362144416,0.986146338494896,-0.2047759710414907,-0.154975676996033,-0.13943667237055313,0.12082710240977725,-0.19518187199344067,0.15033088204360734,-0.0009824884115513482,0.1984475446522798,-0.2570396619381901,-0.3064174418990074,-0.09968849827843501,0.2831519549417847,-0.39142841953247426,-0.29633435588708396,0.22238498484574298,-0.010746408792786596,-0.06923879875916471,-0.29401363362815336,0.29841334824302007,-0.038400311692240174,-0.04799204270514318,-0.1725542993303155,-0.19080757753293562,-0.19956446407552922,-0.20666096179438076,-0.20969556918515792,-0.23216161205820265,-0.237422478207789,-0.08918417876506728,-0.12555306888359546,-0.19028222218123164,0.08656110800815217,0.19460430564878733,0.0295775314627565,0.23098439116633282,0.19231760633067274,
pl_trandur,-0.04907751252436977,0.03834009902161098,-0.16764074427378386,0.6981783125728435,0.7506955434736684,0.20705528971877285,0.2879557394222547,0.28794117542443265,0.25082609259238703,0.2507246349978836,-0.26004283674667783,-0.011583405962115736,-0.23436106045959643,-0.2730546548842244,0.27689050059587217,-0.010104943650815207,-0.03274794868492592,-0.03950146550953252,1.0,0.3386346208436664,-0.04103075616908199,0.47426931443835835,0.5147926253344917,0.47355763958456165,0.032706254557851186,0.5529470982602596,-0.49710961870375225,-0.017357648444529427,-0.5655295860264076,0.10236646363615051,0.09807088272552276,0.02172220029912612,-0.12003743830772766,0.13192566708462466,0.10413555424845575,-0.27921675708662136,-0.0207489531897306,0.06513115871740814,0.3864098053830664,-0.38749415815169314,-0.12510153564848298,-0.07979786078617321,0.09644741991948282,0.12876050424319566,0.14053393490661795,0.1247383777336443,0.1281656975938127,0.13433971244108167,0.12990575038397822,-0.02876464402281202,0.02831942755745135,0.09536623858353899,-0.04718675110681814,-0.024997445418807926,-0.023715470362710333,-0.06056366984099554,-0.0672029967039977,
pl_ratdor,-0.07133967129693826,0.16933920749141415,-0.02961853340117747,0.8415103059460695,0.7883662079849604,0.6089699290468527,-0.01313135104146383,-0.013109488144566838,-0.03040967736940013,-0.030382050143842987,-0.03862802518941187,-0.010038140536250345,-0.8565792591084073,-0.8597983385836093,0.6061752461533911,0.024380871497520343,-0.10385156513761765,0.05193259362144416,0.3386346208436664,1.0,0.0649566112626197,-0.17368025880174476,-0.24560592839268958,-0.23604923930194416,-0.17279136119993,-0.23550384270181185,0.2380568770998361,-0.00831014574449238,0.2866075389648964,0.09252373063164104,0.12729827037754235,0.05480329387308072,-0.12501513249682447,0.15979170322517983,0.10913660656363522,0.00712748354135348,0.024190767719315085,-0.01366725985801769,0.012723770519540822,-0.011471758200776255,0.18816053652242828,0.18938937549050264,0.16030781459974444,0.15057614311284084,0.14706685045230594,0.16440255906253318,0.16269562827035344,0.15174516450724734,0.12933201212279544,0.1840035199255353,0.17406247997902255,0.10407094284723516,-0.06101971469030545,-0.14609535961288034,0.02573854230475225,-0.18534684928927742,-0.05152684278527938,
pl_ratror,0.13837482179309504,-0.18938131386728177,0.11502251620457854,-0.025144448417890684,-0.0467691674023674,0.2449863026484039,0.8028083293049096,0.8027982071211291,0.751261355682973,0.7513000620504716,-0.6806981492299424,0.3543606320998734,-0.16804673647994697,-0.11602829781396425,-0.0024812281285136305,0.5082382467114155,0.13876013635159293,0.986146338494896,-0.04103075616908199,0.0649566112626197,1.0,-0.2166998847715747,-0.174188443162374,-0.15724147307026856,0.0947952504127028,-0.21040991503739087,0.16747502935651196,-0.008155547189559418,0.19524673526821587,-0.24084639742334196,-0.2870201620623606,-0.09541156239741923,0.2576917117188958,-0.3639770655411321,-0.2754334197324812,0.21195422824405638,-0.008444980129203679,-0.072069792955837,-0.27312081648462583,0.2754449818556419,-0.007791556824750562,-0.019087512722755603,-0.14362995788651714,-0.16206282962467894,-0.1711022170592403,-0.1761004038681698,-0.17925446455757005,-0.2045629519971472,-0.21844363153723478,-0.060477969711406156,-0.09618767587436437,-0.15751146315308223,0.09216627086513421,0.20177454746516318,0.03510359604656303,0.23266160838148606,0.19774251671330106,
st_teff,0.004014178430136184,-0.0786259115499798,-0.12840039514936102,0.03829669591841908,0.10001727001600774,-0.27721270252059454,0.19157609521507074,0.1915857523792938,0.14476618623535226,0.1448078471851999,-0.1437733215182188,-0.11611426886754563,0.46866256525290845,0.4280568853502735,-0.08543541317617609,-0.1623677610988362,0.01912161845196846,-0.2047759710414907,0.47426931443835835,-0.17368025880174476,-0.2166998847715747,1.0,0.7345946294707066,0.782669368414285,0.13304031532108393,0.776228209544194,-0.6563322183399417,-0.2133091625335316,-0.7299763626435902,0.1292856095852767,0.08595938699025661,-0.02060536685717166,-0.09677265397204993,0.114479642313538,0.14447196500632542,-0.39397477012151094,-0.011900971157721452,0.11855849976841937,0.43190820776046634,-0.4305092631295459,-0.21355154439736695,-0.13672625561528856,0.09657796725553484,0.145411184331108,0.1632818968207808,0.11993576243213307,0.1245026403263627,0.13622388171756417,0.1361404763035447,-0.07286267863780424,0.0029210604707746693,0.0747737578186554,-0.06907315213579088,0.02909023402921876,-0.08903530631514249,0.06271542248705077,-0.027620989357219124,0.020935371317172914
st_rad,0.03712143499860607,-0.12175631440074691,-0.14443409270746055,0.19318005280393222,0.2723159550941933,-0.04165690410642517,0.4169598476556572,0.41694817016752833,0.384945326320511,0.3848794235707382,-0.19511964886677488,0.1392359982859134,0.5138929630081067,0.4867167979443592,-0.13644757964604076,-0.08875018499271306,0.03858651578142604,-0.154975676996033,0.5147926253344917,-0.24560592839268958,-0.174188443162374,0.7345946294707066,1.0,0.9311363226414799,0.2282973523169681,0.9378590181866431,-0.9492742889845155,-0.09606061389024532,-0.8302378155599169,0.001213800627148976,-0.011955628482407653,-0.036663900578743774,-0.0017353999128298901,-0.025173007331286093,-0.009863872502699322,-0.23109966188772285,-0.014149505631445266,0.05246164452300494,0.25189542040468743,-0.24943947850679205,-0.4467030336951534,-0.3952315202397046,-0.20171614802121904,-0.16136136455903308,-0.14538046361829776,-0.20306977118659783,-0.19882075076044686,-0.18418309338125755,-0.13715951262587558,-0.33811072242290524,-0.27968547047378145,-0.027873352876734286,0.12355554835421972,0.15197810090290162,0.037772441619299164,0.052164870935871015,-0.04039873687793419,0.03563805604565409
st_mass,0.030985067522000337,-0.09092327792832675,-0.16828289282940778,0.1460561929080164,0.11305344304543115,-0.10752328397025103,0.30708716558779664,0.3070270383396144,0.2795009091633789,0.27950408103886626,-0.13806870343405697,0.09515078998530069,0.5148654552017967,0.48064782682948926,-0.11416147928348216,-0.11301230877441053,0.03465094190218096,-0.13943667237055313,0.47355763958456165,-0.23604923930194416,-0.15724147307026856,0.782669368414285,0.9311363226414799,1.0,0.2924046109191964,0.9104396473072388,-0.8450987653210129,-0.2286078420765232,-0.7701280355713329,0.04649493498520742,0.09260293039647702,0.032481683028208544,0.008608357686573139,0.06372297379176879,0.044343333309556775,-0.2844084767376313,-0.013607227115946422,0.08500034958064542,0.16340210517471307,-0.28647152616318416,-0.4068129173919091,-0.34970307356895347,-0.14753919063879592,-0.10910886698414186,-0.09134283601173135,-0.14706310435135753,-0.1424086689018832,-0.12865512971406534,-0.09033323244907963,-0.28970501450991964,-0.22864808269362089,-0.09379010392405515,0.09529551206889499,0.14904925107072867,0.022824690856573314,0.0643755794820163,-0.022386154742606388,0.022761169464113745
