,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_angsep,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,ra,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_tmag,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec
st_met,0.029719457147902025,-0.039868265849081694,-0.018013257100045615,-0.05460820616031462,-0.027387273732274255,-0.0390637477703078,0.23097217836051925,0.23082952729380588,0.2319220457341048,0.23182157238487655,-0.16047847392593417,0.09694249014854053,0.2105493908737293,0.20353777892955355,-0.08773152135983273,0.04221230178660032,0.015122452490633598,0.12082710240977725,0.032706254557851186,-0.17279136119993,0.0947952504127028,0.13304031532108393,0.2282973523169681,0.2924046109191964,1.0,0.15412422081840108,-0.1970100894714116,-0.05843498715206997,-0.20901439355848758,-0.02201435957196135,-0.03477697294821014,-0.06769241891163866,0.018961707935188928,-0.05633028622091805,-0.037335078174140925,-0.06295237575314531,0.013835094799661708,0.007380917962500985,0.009700436106691277,-0.013549763514064547,-0.08836161313677882,-0.08680000485895038,-0.0589273473072544,-0.049881635082620314,-0.04584404122795338,-0.0895930540409718,-0.08652610522540188,-0.08445300903525374,-0.04127979828171469,-0.0750738340208155,-0.06856638791262452,-0.020958305104545747,0.03024955914981106,0.10495400612745201,0.08293015894993733,0.021947330824337263,-0.024430970042715622,-0.018551947226285597
st_lum,0.023879766009623386,-0.13282915331379982,-0.15857931734926903,0.19754889465607878,0.2680771268272136,-0.09751196851748713,0.36266673107405245,0.36265707666177666,0.33460469420438815,0.3345830482060078,-0.15995667864592653,0.0890298473893992,0.5113119271692902,0.4547008390064189,-0.11952260772813658,-0.12815685670319588,0.03695845511511814,-0.19518187199344067,0.5529470982602596,-0.23550384270181185,-0.21040991503739087,0.776228209544194,0.9378590181866431,0.9104396473072388,0.15412422081840108,1.0,-0.8805876407361003,-0.10994577340786006,-0.8409830157314794,0.03962202516260091,0.03431312281904622,-0.016934079245564334,-0.03810296316666253,0.027686175131303725,0.03277093758447428,-0.28550350982743,-0.014803299997091244,0.07675191772893616,0.33042476782543256,-0.3286190151221701,-0.4099897227626339,-0.3483900617950217,-0.13643466029979387,-0.09365606976404253,-0.07675514274466663,-0.13080620921268102,-0.12660742707283515,-0.11366555625974863,-0.08173778093488107,-0.2865461012130326,-0.22257674076772868,0.0010405948608075615,0.09858188840130079,0.12493754596769631,0.009944902016136672,0.051073582480488156,-0.04143420695100932,0.013776863454570288
st_logg,-0.025770376236677127,0.10651856759931415,0.1184541651996799,-0.20043248162514188,-0.27893440987660695,-0.0020340356057914712,-0.4154936472600077,-0.41551312190800666,-0.3871058938040342,-0.3870401159712245,0.1984621090141665,-0.1681365268443195,-0.48881200909374234,-0.46876534373008355,0.15235671584473764,0.05797638583914247,-0.03880816666825851,0.15033088204360734,-0.49710961870375225,0.2380568770998361,0.16747502935651196,-0.6563322183399417,-0.9492742889845155,-0.8450987653210129,-0.1970100894714116,-0.8805876407361003,1.0,0.02984659169389148,0.7910594398114529,0.020108114949203428,0.047148432546222335,0.04984331557516524,-0.02557028702193706,0.064364134738023,0.03522424903303779,0.17379854451869162,0.02655265334160342,-0.03429024006052122,-0.19551447838538277,0.19306988007146028,0.47125127808018663,0.4251504536170585,0.24187385558099023,0.204367086012731,0.18912367730389198,0.23998763364872266,0.2360287747126623,0.22106983025082427,0.16676494207992923,0.3693461063818428,0.3141603927141016,0.05752953534082189,-0.15154591921428037,-0.16045543742256324,-0.04942025223575497,-0.039995510691048626,0.04457594945040459,-0.021744313323275956
st_age,-0.01675436830250967,0.02887283966117793,0.034549416819078846,-0.0018618553680625558,-0.05835192431686897,0.028606777620236803,-0.06189283177990896,-0.06188722535076064,-0.06930403502638663,-0.06929819863054001,-0.027514798683749425,0.07279910271848612,-0.04323678749877952,-0.06429160827173859,-0.003542635039433539,0.08730963260657047,-0.02301336113397205,-0.0009824884115513482,-0.017357648444529427,-0.00831014574449238,-0.008155547189559418,-0.2133091625335316,-0.09606061389024532,-0.2286078420765232,-0.05843498715206997,-0.10994577340786006,0.02984659169389148,1.0,0.031886087024533584,-0.030497624084448213,-0.04967505198196391,0.007308946919901763,0.024466066622448237,-0.05372075128525317,-0.04320956052906659,0.1990472547072996,-0.019919113192500934,-0.09147806097209552,-0.09073145056007628,0.09140140722370556,-0.025999369584554576,-0.026548088281286897,-0.05387625464676417,-0.06064039551755575,-0.06225520712091579,-0.02822676305747304,-0.025584631619511,-0.019739653496273116,-0.021824291932051803,-0.03416941885461771,-0.0424571000173329,-0.051903780535853185,0.05929641662373462,0.06402469322757887,0.08621566513189188,-0.019365734444128705,-0.0052796191701528095,-0.10280554219924884
st_dens,-0.009709846341645834,0.02890891988700551,0.16900119087748905,-0.11150085094770748,-0.18264137446505366,0.16843978937582052,-0.2549353120028284,-0.2549461861362059,-0.23108550968737734,-0.23101642723928584,0.14101265522817388,0.0037992902088993,-0.41813356141140845,-0.3763654585089366,0.20341578890779888,0.11319089915593022,-0.12887444303885667,0.1984475446522798,-0.5655295860264076,0.2866075389648964,0.19524673526821587,-0.7299763626435902,-0.8302378155599169,-0.7701280355713329,-0.20901439355848758,-0.8409830157314794,0.7910594398114529,0.031886087024533584,1.0,-0.05694325865188848,-0.05152160228851734,0.012057401552753986,0.05860947706782823,-0.06786210273259093,-0.060890917988003994,0.2828714631303365,0.011497499640280889,-0.07170330051328865,-0.3277216372750896,0.3304872075937589,0.29204699042216475,0.2456933137987801,0.05256708636359897,0.014762190965109941,0.0012264294632646016,0.051752021063308874,0.047347988588773184,0.021886525962179305,-0.020065945848887514,0.1891354933184552,0.12696033742518978,-0.058038513093037064,-0.008868704763694646,-0.08323126491121711,0.023506349726778064,-0.03791610451970139,0.045605012375868725,-0.02522387928505585
ra,-0.09326078660518416,0.04821201756678834,-0.20329470244945602,-0.028445700030634173,-0.08530601903424923,-0.36628693160685843,-0.2615447681770532,-0.26145265263028833,-0.2642126186623963,-0.2641700960585664,0.10394778221322251,-0.3971239582178974,-0.010864200844882597,-0.06222065704919992,0.1299502307467563,-0.4272154620873912,-0.09720211523377398,-0.2570396619381901,0.10236646363615051,0.09252373063164104,-0.24084639742334196,0.1292856095852767,0.001213800627148976,0.04649493498520742,-0.02201435957196135,0.03962202516260091,0.020108114949203428,-0.030497624084448213,-0.05694325865188848,1.0,0.3950012788783741,-0.08298025416697913,-0.5270424109225106,0.5199214462245852,0.8099419564401737,-0.3868651665148056,0.10090848423825192,0.13938870200944728,0.3999148642214189,-0.43860046072533576,0.36502196313226454,0.3861337604063872,0.4423398214453083,0.44547803351627496,0.4497374477062547,0.4613550964680004,0.46412387654000187,0.463005852283826,0.41981969231340677,0.4080935975491587,0.4252672732319309,0.19912576028320686,-0.21908559906808042,-0.1410960524822843,-0.13085491129289384,-0.03075858924226058,-0.02308134743284899,-0.0187151248974932
dec,-0.08247721229179342,0.06822514108990511,-0.15525159660825297,-0.02382138640283437,-0.12955914672828514,-0.34679368603069693,-0.3315231249536472,-0.3315841763497754,-0.33281758370433884,-0.3327494738467055,0.16330568674763843,-0.4217629385906291,-0.06601041204178802,-0.12304167822345333,0.11131503890435476,-0.3947191602957237,-0.05449801513747366,-0.3064174418990074,0.09807088272552276,0.12729827037754235,-0.2870201620623606,0.08595938699025661,-0.011955628482407653,0.09260293039647702,-0.03477697294821014,0.03431312281904622,0.047148432546222335,-0.04967505198196391,-0.05152160228851734,0.3950012788783741,1.0,0.4592881214169735,-0.3182060972544588,0.9251973305441024,0.31633168077686397,-0.40646926042572445,0.027881911945482615,0.19017500985477784,0.3175642449524096,-0.4533076275191228,0.3871892922479955,0.38718532057860033,0.4434847325809643,0.44000991872803785,0.447030783649785,0.4550959493911006,0.456786894761335,0.4691639054508241,0.5242841696338439,0.4127018693023692,0.4269726272656297,0.10617212529608441,-0.261862739405063,-0.1539654189662571,-0.10864871080995578,-0.06296383116527841,-0.06214044517676251,-0.0726398896181633
glat,-0.021652014389484327,0.028426950871601332,-0.03720027063358291,-0.005629586887532645,-0.07261127626931108,-0.11101375907319175,-0.15015076722397408,-0.1502136140410597,-0.15418671758571184,-0.15416982528926712,0.07846031902389594,-0.13485764707116835,-0.05209234645020913,-0.07567381327492428,0.017694641703705754,-0.029103170858818413,0.01072797323832293,-0.09968849827843501,0.02172220029912612,0.05480329387308072,-0.09541156239741923,-0.02060536685717166,-0.036663900578743774,0.032481683028208544,-0.06769241891163866,-0.016934079245564334,0.04984331557516524,0.007308946919901763,0.012057401552753986,-0.08298025416697913,0.4592881214169735,1.0,0.018094935802924983,0.4630637139082893,-0.12463063164584343,-0.07862148753631981,-0.2827295636765217,0.045035852639764444,0.05244626322411299,-0.10279835118860449,0.1008521785253146,0.09301534182723484,0.10533207973126706,0.101707946610269,0.10547972258041366,0.09828112565766557,0.09765170036075636,0.10450007434373937,0.12563366017092195,0.09933388649575495,0.10105838874197881,-0.02945329126478139,-0.11323420739370818,-0.04439997243005083,-0.007446290964085968,-0.03866888086080068,-0.00746339026879399,-0.03439585923299054
glon,0.0715969825508971,-0.036353450098866286,0.18300801437514544,0.012535171343144788,0.018668837342123646,0.3038885593022186,0.21337014555294317,0.21330637335565739,0.22460271096514595,0.2245811890695157,-0.09296380154595225,0.3793479686084118,0.061814173436079214,0.09703020523594896,-0.11898781476331254,0.4601676248095263,0.08986981038840391,0.2831519549417847,-0.12003743830772766,-0.12501513249682447,0.2576917117188958,-0.09677265397204993,-0.0017353999128298901,0.008608357686573139,0.018961707935188928,-0.03810296316666253,-0.02557028702193706,0.024466066622448237,0.05860947706782823,-0.5270424109225106,-0.3182060972544588,0.018094935802924983,1.0,-0.4584587568205866,-0.4457500594292983,0.3861855934687315,-0.10758282091487321,-0.12387545150787324,-0.40804895187320367,0.42675619210840454,-0.36506576950735964,-0.38404086128455867,-0.42792770649640893,-0.4312175898640698,-0.4364074381808237,-0.4485442246155821,-0.45071612102200254,-0.442331190125974,-0.3609457839882813,-0.4030011217187065,-0.41428716017616324,-0.2382113997559702,0.19545568959846782,0.10366593032333123,0.06280645295665217,0.02714708428162687,0.025352118649814518,0.060196525152241186
elat,-0.10117531148368757,0.07837889066505549,-0.2133588053237583,-0.02630365873975476,-0.11698782784550171,-0.42848087235099935,-0.39828658002947126,-0.398299272943483,-0.39955670939232235,-0.3995012414010653,0.19472837639284596,-0.5262618073749434,-0.07931486380503555,-0.14374739887796634,0.13951639836150445,-0.5170797919384879,-0.07273141506349051,-0.39142841953247426,0.13192566708462466,0.15979170322517983,-0.3639770655411321,0.114479642313538,-0.025173007331286093,0.06372297379176879,-0.05633028622091805,0.027686175131303725,0.064364134738023,-0.05372075128525317,-0.06786210273259093,0.5199214462245852,0.9251973305441024,0.4630637139082893,-0.4584587568205866,1.0,0.4638507141170406,-0.4912308650318199,0.0230246600761477,0.21283832188742136,0.4400607470724873,-0.551809724636429,0.47942723152317646,0.48345175245137023,0.5546512403637427,0.5532843654031533,0.5599154611678442,0.5637814458174296,0.5652610081799173,0.5778222602727678,0.6142083087168212,0.5152289569041956,0.5337372416137033,0.19453510094772314,-0.3128600174012706,-0.18937410123624995,-0.1481630630945738,-0.07869999419283946,-0.06005214399086711,-0.07140129758453419
elon,-0.0917536153396739,0.07565432494054469,-0.22555042367050016,-0.029333023803669547,-0.09261770855472796,-0.38893234875424487,-0.29356617199561896,-0.293452079501537,-0.2952870298347688,-0.2952446365270352,0.12199806819344403,-0.4147782258408595,-0.024023625078807356,-0.07421488116283997,0.13746203337023524,-0.4686730507054196,-0.07534283936897229,-0.29633435588708396,0.10413555424845575,0.10913660656363522,-0.2754334197324812,0.14447196500632542,-0.009863872502699322,0.044343333309556775,-0.037335078174140925,0.03277093758447428,0.03522424903303779,-0.04320956052906659,-0.060890917988003994,0.8099419564401737,0.31633168077686397,-0.12463063164584343,-0.4457500594292983,0.4638507141170406,1.0,-0.41174395924517454,0.08112697451489802,0.13965106192166346,0.42467739187944503,-0.4696262582351441,0.4001121064977718,0.4201007867884098,0.4813128286014705,0.48448155534380544,0.4887409423791183,0.4910606601749815,0.4936160809676961,0.4973952839829508,0.45891839591251105,0.4435319251048024,0.46268496588314273,0.20789217464518245,-0.22984428960429365,-0.17044784834898274,-0.15682938728538756,-0.05052006667287022,-0.026181408993622382,-0.006308046960364108
sy_pm,0.1724101654623607,0.07532659110977802,0.16360620877000298,0.14183012603235198,0.12197189500895883,0.6764075611491576,0.1643338300452756,0.16455532858582694,0.19881371799367012,0.19882758374668136,-0.014743845563060923,0.5324526635182142,-0.1743950773133878,-0.12373650819446215,-0.06686620902673898,0.47220856485543367,0.07741063789935958,0.22238498484574298,-0.27921675708662136,0.00712748354135348,0.21195422824405638,-0.39397477012151094,-0.23109966188772285,-0.2844084767376313,-0.06295237575314531,-0.28550350982743,0.17379854451869162,0.1990472547072996,0.2828714631303365,-0.3868651665148056,-0.40646926042572445,-0.07862148753631981,0.3861855934687315,-0.4912308650318199,-0.41174395924517454,1.0,-0.06400320411309565,-0.3668317660555812,-0.8404728068606749,0.8423024943078872,-0.5573976195790331,-0.5802140128364722,-0.7245040835896216,-0.7413085843864562,-0.7479040621341593,-0.7306155216772714,-0.7334584524573271,-0.7250966592174066,-0.6201146942370135,-0.6330969103214584,-0.6769673682499106,-0.1537685819909687,0.4909257700241651,0.2667654488477238,0.3422119130296408,0.0394536317452088,0.08964806894908947,0.053469566908987694
sy_pmra,0.0012170179369034753,-0.0045640646048475345,-0.016426046111412,-0.01394346923276177,-0.022007389019680485,-0.026825541925582543,-0.0426201878099338,-0.04251087449902177,-0.050820228079147836,-0.050849656109306314,0.018761917886898807,-0.029385338441602665,-0.019773813232964434,-0.02576033989620406,0.01993077878822022,-0.03614602111622777,-0.012358680143219895,-0.010746408792786596,-0.0207489531897306,0.024190767719315085,-0.008444980129203679,-0.011900971157721452,-0.014149505631445266,-0.013607227115946422,0.013835094799661708,-0.014803299997091244,0.02655265334160342,-0.019919113192500934,0.011497499640280889,0.10090848423825192,0.027881911945482615,-0.2827295636765217,-0.10758282091487321,0.0230246600761477,0.08112697451489802,-0.06400320411309565,1.0,0.06583122981836691,0.027903047875259906,-0.029939435319192537,0.0440067963434848,0.043016590429988205,0.038145352992120025,0.037990716513877185,0.03702482224781279,0.04826754274159495,0.04789280717264919,0.04380350332953023,0.05481383975463943,0.04158925977968998,0.03909589064728298,0.03944980686199556,-0.051601801591300844,-0.05738905456882542,-0.022998311098637918,0.00231958703975615,0.005422758850678688,0.0017545132714186316
sy_pmdec,-0.08324330892810748,-0.03517696832492818,0.015603175371846006,-0.06584898021604825,-0.06823838188262323,-0.22786586653051952,-0.08564502861161975,-0.08577501465546755,-0.09133282943656952,-0.09133860615753076,0.023820496505166464,-0.1927847147177151,0.04989895008046266,0.025269779793756494,0.013385466713517305,-0.11935736615756837,-0.020862357164420985,-0.06923879875916471,0.06513115871740814,-0.01366725985801769,-0.072069792955837,0.11855849976841937,0.05246164452300494,0.08500034958064542,0.007380917962500985,0.07675191772893616,-0.03429024006052122,-0.09147806097209552,-0.07170330051328865,0.13938870200944728,0.19017500985477784,0.045035852639764444,-0.12387545150787324,0.21283832188742136,0.13965106192166346,-0.3668317660555812,0.06583122981836691,1.0,0.2598499971097806,-0.2611306714575289,0.16395766857291155,0.1673808178578163,0.21916882775639748,0.22389476850097337,0.22431253107754218,0.23236791853448482,0.23324445015513914,0.2332599341568988,0.25925086323955465,0.18432734762240144,0.20124931876894003,0.017629291983834644,-0.18485280448731561,-0.12465803274155766,-0.16444181240268607,-0.01747024312177247,-0.0486290769799124,-0.046934157990767486
sy_dist,-0.2095663529222972,-0.14647938447386236,-0.11962396838497759,-0.12087814070118716,0.004677475877366276,-0.7068225030739661,-0.11639620246636763,-0.1165311723912385,-0.16366662636599838,-0.16367505486721318,-0.028073415448507177,-0.6005347332206321,0.16886253883979824,0.10135593941896792,0.10244925719831437,-0.5442395233202891,-0.08082294979897761,-0.29401363362815336,0.3864098053830664,0.012723770519540822,-0.27312081648462583,0.43190820776046634,0.25189542040468743,0.16340210517471307,0.009700436106691277,0.33042476782543256,-0.19551447838538277,-0.09073145056007628,-0.3277216372750896,0.3999148642214189,0.3175642449524096,0.05244626322411299,-0.40804895187320367,0.4400607470724873,0.42467739187944503,-0.8404728068606749,0.027903047875259906,0.2598499971097806,1.0,-0.9973310129412963,0.6583199366723005,0.6985548150108378,0.859535530335376,0.8804211044053111,0.8873965076739737,0.8838151690356544,0.887379826227417,0.8717295401614066,0.7113544714306003,0.7535709383181896,0.8035467510507428,0.2466918517585496,-0.4948388850434796,-0.30423614453473974,-0.3612462938952819,-0.07674406980195578,-0.11346529902467235,-0.07379327504021106
sy_plx,0.21086034839818601,0.09627574013441613,0.1855059331746187,0.13064928739950943,0.11328725527163969,0.7789542433545912,0.19857978697764486,0.1987523817482828,0.24666445202896364,0.2466634576478658,-0.008518429902413353,0.6046960710733583,-0.1662497024270311,-0.10255116836341714,-0.10434615416381712,0.547667933040145,0.07952365068796748,0.29841334824302007,-0.38749415815169314,-0.011471758200776255,0.2754449818556419,-0.4305092631295459,-0.24943947850679205,-0.28647152616318416,-0.013549763514064547,-0.3286190151221701,0.19306988007146028,0.09140140722370556,0.3304872075937589,-0.43860046072533576,-0.4533076275191228,-0.10279835118860449,0.42675619210840454,-0.551809724636429,-0.4696262582351441,0.8423024943078872,-0.029939435319192537,-0.2611306714575289,-0.9973310129412963,1.0,-0.6620115155780355,-0.6990046921643667,-0.8587097663161453,-0.8781594159263298,-0.8853723135792366,-0.8824483470499582,-0.8859169384352912,-0.8705722102125193,-0.7149142776411479,-0.755237992029382,-0.8045193024600079,-0.17179046574517912,0.5354915801304378,0.3027341127141754,0.3673696907097071,0.0681844177283775,0.10733662418228139,0.07235082970403253
sy_bmag,-0.18742028885070955,-0.03344372748417268,-0.06943414176227732,-0.2743201930185435,-0.31084624810479516,-0.6291254175908564,-0.43154138084091404,-0.43171774148945047,-0.44704311115834366,-0.4470513117714022,0.14007367209007116,-0.5899689420677005,-0.28989825269057073,-0.2912689001089721,0.1985335978488022,-0.4198086083454888,-0.10889870092625095,-0.038400311692240174,-0.12510153564848298,0.18816053652242828,-0.007791556824750562,-0.21355154439736695,-0.4467030336951534,-0.4068129173919091,-0.08836161313677882,-0.4099897227626339,0.47125127808018663,-0.025999369584554576,0.29204699042216475,0.36502196313226454,0.3871892922479955,0.1008521785253146,-0.36506576950735964,0.47942723152317646,0.4001121064977718,-0.5573976195790331,0.0440067963434848,0.16395766857291155,0.6583199366723005,-0.6620115155780355,1.0,0.9845998029053608,0.9101724503648144,0.8900488336338516,0.881409844203371,0.8771368952347735,0.87309211740901,0.8437784220804299,0.6759412536083355,0.9688226292600626,0.9469651471131569,0.164498826341607,-0.5839945059902846,-0.36716519230594263,-0.3622543595826983,-0.10670971639839905,-0.06755338961850775,-0.05945934447291882
sy_vmag,-0.19390531619952106,-0.035081817543618325,-0.07797449933856111,-0.26294781819854496,-0.2952347491768629,-0.6543276955007231,-0.4097329972910795,-0.40988692008315375,-0.430806497493636,-0.43078127002212313,0.12276008362603197,-0.6048794085479133,-0.2579153230496038,-0.2683841608088903,0.2091333630752817,-0.4365481312615314,-0.11733984754859875,-0.04799204270514318,-0.07979786078617321,0.18938937549050264,-0.019087512722755603,-0.13672625561528856,-0.3952315202397046,-0.34970307356895347,-0.08680000485895038,-0.3483900617950217,0.4251504536170585,-0.026548088281286897,0.2456933137987801,0.3861337604063872,0.38718532057860033,0.09301534182723484,-0.38404086128455867,0.48345175245137023,0.4201007867884098,-0.5802140128364722,0.043016590429988205,0.1673808178578163,0.6985548150108378,-0.6990046921643667,0.9845998029053608,1.0,0.9422829823543526,0.9266218799316113,0.9187370105398504,0.9200127284372283,0.9157616212186294,0.8832664372754846,0.7003134824085894,0.9902797972290053,0.9736230804383404,0.17136131586222456,-0.582371615506691,-0.3636259616596752,-0.3706633312396525,-0.09976153737113501,-0.0610415811675161,-0.05278794795133208
sy_jmag,-0.21162323780076495,-0.04144860434750156,-0.13499705211767027,-0.22081192679701672,-0.234304971595143,-0.7475957539321534,-0.3668324033130752,-0.36701445500178514,-0.3996351452554034,-0.3995973766615858,0.08415033786952798,-0.6539410044221914,-0.1051634421784018,-0.14161675906551233,0.19567214528277033,-0.5498116296684322,-0.11959410836725798,-0.1725542993303155,0.09644741991948282,0.16030781459974444,-0.14362995788651714,0.09657796725553484,-0.20171614802121904,-0.14753919063879592,-0.0589273473072544,-0.13643466029979387,0.24187385558099023,-0.05387625464676417,0.05256708636359897,0.4423398214453083,0.4434847325809643,0.10533207973126706,-0.42792770649640893,0.5546512403637427,0.4813128286014705,-0.7245040835896216,0.038145352992120025,0.21916882775639748,0.859535530335376,-0.8587097663161453,0.9101724503648144,0.9422829823543526,1.0,0.9980658426232751,0.996451993288271,0.9949997071388945,0.9939248511774333,0.9618991791298334,0.7612448968678509,0.9736425507803189,0.9908789829177531,0.19623321611845904,-0.5974793452738846,-0.36154530155360415,-0.3905700140731853,-0.09786593003071288,-0.08920601135634407,-0.064376989538812
sy_hmag,-0.21105299801504268,-0.04408465448084171,-0.141344852123234,-0.21272326231699157,-0.21895652187181613,-0.7537417641312029,-0.34993354815949784,-0.3500796370860089,-0.38626650252906414,-0.38622749536969014,0.07222642837530417,-0.6559906788613512,-0.07558277598180906,-0.11788160066739971,0.18939003997414494,-0.5583173177483515,-0.11804606927273416,-0.19080757753293562,0.12876050424319566,0.15057614311284084,-0.16206282962467894,0.145411184331108,-0.16136136455903308,-0.10910886698414186,-0.049881635082620314,-0.09365606976404253,0.204367086012731,-0.06064039551755575,0.014762190965109941,0.44547803351627496,0.44000991872803785,0.101707946610269,-0.4312175898640698,0.5532843654031533,0.48448155534380544,-0.7413085843864562,0.037990716513877185,0.22389476850097337,0.8804211044053111,-0.8781594159263298,0.8900488336338516,0.9266218799316113,0.9980658426232751,1.0,0.999501367755982,0.9986361089521334,0.9978638143088903,0.9670861543616972,0.7668420819074325,0.9606614298371737,0.9823450265798963,0.20507879167780518,-0.588993037463735,-0.3583333240011375,-0.3911501906350756,-0.09465677714637578,-0.0906654537294202,-0.06452867731252356
sy_kmag,-0.21211726444013523,-0.04555248125071162,-0.14136801858236073,-0.21134581348827275,-0.21803710920069555,-0.7603115568402611,-0.34821533618481576,-0.3483702877758282,-0.3852488453709077,-0.3852132375109376,0.06920959450450254,-0.6585084409822752,-0.06240940443282657,-0.10660568383416194,0.18762849432577877,-0.5620504786096032,-0.1171766929536546,-0.19956446407552922,0.14053393490661795,0.14706685045230594,-0.1711022170592403,0.1632818968207808,-0.14538046361829776,-0.09134283601173135,-0.04584404122795338,-0.07675514274466663,0.18912367730389198,-0.06225520712091579,0.0012264294632646016,0.4497374477062547,0.447030783649785,0.10547972258041366,-0.4364074381808237,0.5599154611678442,0.4887409423791183,-0.7479040621341593,0.03702482224781279,0.22431253107754218,0.8873965076739737,-0.8853723135792366,0.881409844203371,0.9187370105398504,0.996451993288271,0.999501367755982,1.0,0.9991864280473532,0.9987402575500941,0.9688014261878987,0.7698359539338459,0.9540183972249827,0.9771023220234231,0.20380880733082815,-0.5963407521422669,-0.3572605793009256,-0.391145692986988,-0.0932567088932958,-0.0910137244634607,-0.06601496004332208
sy_w1mag,-0.2244269883101067,-0.02389705625196296,-0.10072052441464749,-0.19706531031915184,-0.22533044912061398,-0.7419550452244336,-0.39399614284119344,-0.3941824028611754,-0.42808083521850704,-0.4280449028591091,0.10006108672566036,-0.6575371739053465,-0.11392533619772989,-0.16079185119990708,0.18763145093363734,-0.5534150599798513,-0.1122114245943101,-0.20666096179438076,0.1247383777336443,0.16440255906253318,-0.1761004038681698,0.11993576243213307,-0.20306977118659783,-0.14706310435135753,-0.0895930540409718,-0.13080620921268102,0.23998763364872266,-0.02822676305747304,0.051752021063308874,0.4613550964680004,0.4550959493911006,0.09828112565766557,-0.4485442246155821,0.5637814458174296,0.4910606601749815,-0.7306155216772714,0.04826754274159495,0.23236791853448482,0.8838151690356544,-0.8824483470499582,0.8771368952347735,0.9200127284372283,0.9949997071388945,0.9986361089521334,0.9991864280473532,1.0,0.9996372390680389,0.9703587811251488,0.7705490599510487,0.9520526038558087,0.975510073331237,0.1984512682948175,-0.5798565543461356,-0.37866176632219045,-0.36905179332638943,-0.10418745436985698,-0.10063924693777045,-0.06840744857663973
sy_w2mag,-0.2254553718693753,-0.023387465734506507,-0.10157071724592152,-0.1969593292272446,-0.2257274387205442,-0.7449981996299466,-0.3934128250353972,-0.3935938820346686,-0.4281874963872987,-0.42815023722626566,0.09811295235758777,-0.6586630387638961,-0.1101878811945585,-0.15786896389647698,0.18649413172216323,-0.5550514857032323,-0.11213252856441423,-0.20969556918515792,0.1281656975938127,0.16269562827035344,-0.17925446455757005,0.1245026403263627,-0.19882075076044686,-0.1424086689018832,-0.08652610522540188,-0.12660742707283515,0.2360287747126623,-0.025584631619511,0.047347988588773184,0.46412387654000187,0.456786894761335,0.09765170036075636,-0.45071612102200254,0.5652610081799173,0.4936160809676961,-0.7334584524573271,0.04789280717264919,0.23324445015513914,0.887379826227417,-0.8859169384352912,0.87309211740901,0.9157616212186294,0.9939248511774333,0.9978638143088903,0.9987402575500941,0.9996372390680389,1.0,0.9712891908026258,0.7719791285141054,0.9484964555851378,0.972931229280391,0.1981682242828359,-0.5790331560652485,-0.37769845891442144,-0.36895064763154356,-0.10402894600759476,-0.10101983817806331,-0.07028051624712515
sy_w3mag,-0.22441380435718755,-0.012600276845995382,-0.10697526711555352,-0.19851950812299113,-0.2295301270945587,-0.7354442427004235,-0.40513341425694904,-0.40530129931052833,-0.4397918289307198,-0.4397423867778218,0.10399813483120847,-0.6556063791572415,-0.09868354511327532,-0.14848121743461998,0.1712657298704593,-0.5505016219210345,-0.10356606469477767,-0.23216161205820265,0.13433971244108167,0.15174516450724734,-0.2045629519971472,0.13622388171756417,-0.18418309338125755,-0.12865512971406534,-0.08445300903525374,-0.11366555625974863,0.22106983025082427,-0.019739653496273116,0.021886525962179305,0.463005852283826,0.4691639054508241,0.10450007434373937,-0.442331190125974,0.5778222602727678,0.4973952839829508,-0.7250966592174066,0.04380350332953023,0.2332599341568988,0.8717295401614066,-0.8705722102125193,0.8437784220804299,0.8832664372754846,0.9618991791298334,0.9670861543616972,0.9688014261878987,0.9703587811251488,0.9712891908026258,1.0,0.7952947596531579,0.9150934182451067,0.9392087482421169,0.20487159994325455,-0.5770454683547104,-0.3753181967764851,-0.36785593846187636,-0.10372668865088469,-0.09606066113578432,-0.07494531802981517
