column,description,dtype,non_null,missing,missing_pct,unique,unique_pct
pl_orbsmaxlim,Orbit Semi-Major Axis Limit Flag,float64,5835,438,6.982,2,0.032
sy_plx,Parallax [mas],float64,5852,421,6.711,4308,68.675
sy_plxerr1,Parallax [mas] Upper Unc,float64,5852,421,6.711,4297,68.5
sy_plxerr2,Parallax [mas] Lower Unc,float64,5852,421,6.711,4297,68.5
gaia_dr3_id,Gaia DR3 ID,object,5895,378,6.026,4351,69.361
sy_gaiamag,Gaia Magnitude,float64,5903,370,5.898,4251,67.767
sy_gaiamagerr1,Gaia Magnitude Upper Unc,float64,5903,370,5.898,1129,17.998
sy_gaiamagerr2,Gaia Magnitude Lower Unc,float64,5903,370,5.898,1129,17.998
sy_kmagerr2,Ks (2MASS) Magnitude Lower Unc,float64,5912,361,5.755,157,2.503
sy_jmagerr1,J (2MASS) Magnitude Upper Unc,float64,5920,353,5.627,118,1.881
sy_jmagerr2,J (2MASS) Magnitude Lower Unc,float64,5920,353,5.627,118,1.881
sy_kmagerr1,Ks (2MASS) Magnitude Upper Unc,float64,5923,350,5.579,158,2.519
st_logg,Stellar Surface Gravity [log10(cm/s**2)],float64,5927,346,5.516,1354,21.585
st_logg_reflink,Stellar Surface Gravity Reference,object,5927,346,5.516,1047,16.691
st_logglim,Stellar Surface Gravity Limit Flag,float64,5927,346,5.516,2,0.032
sy_pmdecerr2,Proper Motion (Dec) [mas/yr] Lower Unc,float64,5927,346,5.516,4337,69.138
sy_pmerr2,Total Proper Motion Lower Unc [mas/yr],float64,5927,346,5.516,4343,69.233
sy_pmraerr2,Proper Motion (RA) [mas/yr] Lower Unc,float64,5927,346,5.516,4325,68.946
gaia_dr2_id,Gaia DR2 ID,object,5929,344,5.484,4378,69.791
pl_orbper,Orbital Period [days],float64,5929,344,5.484,5916,94.309
pl_orbper_reflink,Orbital Period Reference,object,5929,344,5.484,1169,18.635
pl_orbperlim,Orbital Period Limit Flag,float64,5929,344,5.484,2,0.032
st_rad,Stellar Radius [Solar Radius],float64,5932,341,5.436,1918,30.575
st_rad_reflink,Stellar Radius Reference,object,5932,341,5.436,1085,17.296
st_radlim,Stellar Radius Limit Flag,float64,5932,341,5.436,1,0.016
sy_hmagerr1,H (2MASS) Magnitude Upper Unc,float64,5932,341,5.436,142,2.264
sy_hmagerr2,H (2MASS) Magnitude Lower Unc,float64,5932,341,5.436,141,2.248
sy_vmagerr2,V (Johnson) Magnitude Lower Unc,float64,5934,339,5.404,190,3.029
st_lum,Stellar Luminosity [log(Solar)],float64,5937,336,5.356,4168,66.443
st_lum_reflink,Stellar Luminosity Reference,object,5937,336,5.356,780,12.434
st_lumlim,Stellar Luminosity Limit Flag,float64,5937,336,5.356,1,0.016
sy_pmdecerr1,Proper Motion (Dec) [mas/yr] Upper Unc,float64,5937,336,5.356,4343,69.233
sy_pmerr1,Total Proper Motion Upper Unc [mas/yr],float64,5937,336,5.356,4351,69.361
sy_pmraerr1,Proper Motion (RA) [mas/yr] Upper Unc,float64,5937,336,5.356,4333,69.074
sy_jmag,J (2MASS) Magnitude,float64,5939,334,5.324,3435,54.758
sy_vmagerr1,V (Johnson) Magnitude Upper Unc,float64,5939,334,5.324,193,3.077
sy_pm,Total Proper Motion [mas/yr],float64,5940,333,5.308,4387,69.935
sy_pmdec,Proper Motion (Dec) [mas/yr],float64,5940,333,5.308,4382,69.855
sy_pmra,Proper Motion (RA) [mas/yr],float64,5940,333,5.308,4383,69.871
sy_tmagerr1,TESS Magnitude Upper Unc,float64,5945,328,5.229,589,9.389
sy_tmagerr2,TESS Magnitude Lower Unc,float64,5945,328,5.229,589,9.389
sy_vmag,V (Johnson) Magnitude,float64,5947,326,5.197,3284,52.351
sy_hmag,H (2MASS) Magnitude,float64,5954,319,5.085,3428,54.647
sy_tmag,TESS Magnitude,float64,5954,319,5.085,4289,68.372
st_teff,Stellar Effective Temperature [K],float64,5959,314,5.006,2405,38.339
st_teff_reflink,Stellar Effective Temperature Reference,object,5959,314,5.006,1128,17.982
st_tefflim,Stellar Effective Temperature Limit Flag,float64,5959,314,5.006,2,0.032
sy_kmag,Ks (2MASS) Magnitude,float64,5960,313,4.99,3454,55.061
st_masserr2,Stellar Mass Lower Unc. [Solar mass],float64,5966,307,4.894,603,9.613
st_masserr1,Stellar Mass Upper Unc. [Solar mass],float64,5967,306,4.878,649,10.346
tic_id,TIC ID,object,5980,293,4.671,4419,70.445
sy_disterr1,Distance [pc] Upper Unc,float64,6111,162,2.582,4060,64.722
sy_disterr2,Distance [pc] Lower Unc,float64,6111,162,2.582,4084,65.104
pl_dens,Planet Density [g/cm**3],float64,6123,150,2.391,1482,23.625
pl_dens_reflink,Planet Density Reference,object,6123,150,2.391,625,9.963
pl_denslim,Planet Density Limit Flag,float64,6123,150,2.391,4,0.064
pl_rade,Planet Radius [Earth Radius],float64,6212,61,0.972,2254,35.932
pl_rade_reflink,Planet Radius Reference,object,6212,61,0.972,844,13.454
pl_radelim,Planet Radius Limit Flag,float64,6212,61,0.972,2,0.032
pl_radj,Planet Radius [Jupiter Radius],float64,6212,61,0.972,2616,41.703
pl_radj_reflink,Planet Radius Reference,object,6212,61,0.972,843,13.439
pl_radjlim,Planet Radius Limit Flag,float64,6212,61,0.972,2,0.032
sy_dist,Distance [pc],float64,6219,54,0.861,4567,72.804
pl_bmasse,Planet Mass or Mass*sin(i) [Earth Mass],float64,6231,42,0.67,2843,45.321
pl_bmasselim,Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag,float64,6231,42,0.67,3,0.048
pl_bmassj,Planet Mass or Mass*sin(i) [Jupiter Mass],float64,6231,42,0.67,2702,43.073
pl_bmassjlim,Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag,float64,6231,42,0.67,3,0.048
st_mass,Stellar Mass [Solar mass],float64,6240,33,0.526,1225,19.528
st_mass_reflink,Stellar Mass Reference,object,6240,33,0.526,1363,21.728
st_masslim,Stellar Mass Limit Flag,float64,6240,33,0.526,1,0.016
dec,Dec [deg],float64,6246,27,0.43,4678,74.574
decstr,Dec [sexagesimal],object,6246,27,0.43,4679,74.59
elat,Ecliptic Latitude [deg],float64,6246,27,0.43,4675,74.526
elon,Ecliptic Longitude [deg],float64,6246,27,0.43,4678,74.574
glat,Galactic Latitude [deg],float64,6246,27,0.43,4675,74.526
glon,Galactic Longitude [deg],float64,6246,27,0.43,4675,74.526
pl_ndispec,Number of Direct Imaging Spectra,float64,6246,27,0.43,7,0.112
pl_nespec,Number of Eclipse Spectra,float64,6246,27,0.43,23,0.367
pl_nnotes,Number of Notes,float64,6246,27,0.43,16,0.255
pl_ntranspec,Number of Transmission Spectra,float64,6246,27,0.43,20,0.319
ra,RA [deg],float64,6246,27,0.43,4678,74.574
ra_reflink,Position Reference,object,6246,27,0.43,195,3.109
rastr,RA [sexagesimal],object,6246,27,0.43,4672,74.478
st_nphot,Number of Photometry Time Series,float64,6246,27,0.43,34,0.542
st_nrvc,Number of Radial Velocity Time Series,float64,6246,27,0.43,13,0.207
st_nspec,Number of Stellar Spectra Measurements,float64,6246,27,0.43,12,0.191
sy_bmag_reflink,B (Johnson) Magnitude Reference,object,6246,27,0.43,204,3.252
sy_dist_reflink,Distance Reference,object,6246,27,0.43,204,3.252
sy_gaiamag_reflink,Gaia Magnitude Reference,object,6246,27,0.43,193,3.077
sy_gmag_reflink,g (Sloan) Magnitude Reference,object,6246,27,0.43,271,4.32
sy_hmag_reflink,H (2MASS) Magnitude Reference,object,6246,27,0.43,194,3.093
sy_icmag_reflink,I (Cousins) Magnitude Reference,object,6246,27,0.43,246,3.922
sy_imag_reflink,i (Sloan) Magnitude Reference,object,6246,27,0.43,279,4.448
sy_jmag_reflink,J (2MASS) Magnitude Reference,object,6246,27,0.43,194,3.093
sy_kepmag_reflink,Kepler Magnitude Reference,object,6246,27,0.43,195,3.109
sy_kmag_reflink,Ks (2MASS) Magnitude Reference,object,6246,27,0.43,195,3.109
sy_plx_reflink,Parallax Reference,object,6246,27,0.43,197,3.14
sy_pm_reflink,Proper Motion Reference,object,6246,27,0.43,195,3.109
sy_rmag_reflink,r (Sloan) Magnitude Reference,object,6246,27,0.43,285,4.543
sy_tmag_reflink,TESS Magnitude Reference,object,6246,27,0.43,193,3.077
sy_umag_reflink,u (Sloan) Magnitude Reference,object,6246,27,0.43,197,3.14
sy_vmag_reflink,V (Johnson) Magnitude Reference,object,6246,27,0.43,198,3.156
sy_w1mag_reflink,W1 (WISE) Magnitude Reference,object,6246,27,0.43,194,3.093
sy_w2mag_reflink,W2 (WISE) Magnitude Reference,object,6246,27,0.43,194,3.093
sy_w3mag_reflink,W3 (WISE) Magnitude Reference,object,6246,27,0.43,194,3.093
sy_w4mag_reflink,W4 (WISE) Magnitude Reference,object,6246,27,0.43,194,3.093
sy_zmag_reflink,z (Sloan) Magnitude Reference,object,6246,27,0.43,200,3.188
ttv_flag,Data show Transit Timing Variations,float64,6257,16,0.255,2,0.032
pl_bmasse_reflink,Planet Mass or Mass*sin(i) [Earth Mass] Reference,object,6262,11,0.175,1288,20.532
pl_bmassj_reflink,Planet Mass or Mass*sin(i) [Jupiter Mass] Reference,object,6262,11,0.175,1290,20.564
pl_bmassprov,Planet Mass or Mass*sin(i) Provenance,object,6262,11,0.175,4,0.064
ast_flag,Detected by Astrometric Variations,float64,6268,5,0.08,2,0.032
disc_facility,Discovery Facility,object,6268,5,0.08,73,1.164
disc_instrument,Discovery Instrument,object,6268,5,0.08,101,1.61
disc_locale,Discovery Locale,object,6268,5,0.08,4,0.064
disc_pubdate,Discovery Publication Date,object,6268,5,0.08,296,4.719
disc_telescope,Discovery Telescope,object,6268,5,0.08,84,1.339
dkin_flag,Detected by Disk Kinematics,float64,6268,5,0.08,2,0.032
etv_flag,Detected by Eclipse Timing Variations,float64,6268,5,0.08,2,0.032
ima_flag,Detected by Imaging,float64,6268,5,0.08,2,0.032
micro_flag,Detected by Microlensing,float64,6268,5,0.08,2,0.032
obm_flag,Detected by Orbital Brightness Modulations,float64,6268,5,0.08,2,0.032
pl_controv_flag,Controversial Flag,float64,6268,5,0.08,2,0.032
ptv_flag,Detected by Pulsation Timing Variations,float64,6268,5,0.08,2,0.032
pul_flag,Detected by Pulsar Timing Variations,float64,6268,5,0.08,2,0.032
rv_flag,Detected by Radial Velocity Variations,float64,6268,5,0.08,2,0.032
tran_flag,Detected by Transits,float64,6268,5,0.08,2,0.032
disc_year,Discovery Year,float64,6272,1,0.016,34,0.542
cb_flag,Circumbinary Flag,int64,6273,0,0.0,2,0.032
disc_refname,Discovery Reference,object,6273,0,0.0,1699,27.084
discoverymethod,Discovery Method,object,6273,0,0.0,11,0.175
hostname,Host Name,object,6273,0,0.0,4701,74.94
pl_letter,Planet Letter,object,6273,0,0.0,8,0.128
pl_name,Planet Name,object,6273,0,0.0,6273,100.0
rowid,,int64,6273,0,0.0,6273,100.0
sy_mnum,Number of Moons,int64,6273,0,0.0,1,0.016
sy_pnum,Number of Planets,int64,6273,0,0.0,8,0.128
sy_snum,Number of Stars,int64,6273,0,0.0,4,0.064
