config_id,node_id,highlight_reason,n_members,degree,component_id,mean_imputation_fraction,physically_derived_fraction,candidate_population_top,radius_class_top,orbit_class_top,thermal_class_top,mean_pl_rade,mean_pl_bmasse,mean_pl_dens,mean_pl_orbper,mean_pl_orbsmax,mean_pl_insol,mean_pl_eqt,example_pl_names,interpretation_text,caution_text
phys_min_pca2_cubes10_overlap0p35,cube21_cluster0,central_node;cycle_component_node;large_node;reliable_node,2323,7,1,0.00021523891519586742,0.0,sub_neptune_candidate,sub_neptune_size,short_period,warm,1.8349219335838918,4.2286429035514415,3.982103590232458,41.69630950816857,0.13676664451312212,299.8367881176294,826.9242049626237,"[""55 Cnc B b"", ""55 Cnc B c"", ""55 Cnc e"", ""61 Vir b"", ""BD+05 4868 A b""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube31_cluster0,central_node;cycle_component_node;large_node;reliable_node,2266,9,1,0.0033097969991173876,0.0,sub_neptune_candidate,sub_neptune_size,intermediate_period,warm,2.6897257722359624,8.459373002951253,2.5405897504990267,164.42032558001267,0.25322471965598947,156.9135420073846,729.9387602194219,"[""55 Cnc B c"", ""55 Cnc e"", ""61 Vir b"", ""61 Vir c"", ""AU Mic c""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube32_cluster0,cycle_component_node;large_node;reliable_node,1613,5,1,0.00030998140111593303,0.0,sub_neptune_candidate,sub_neptune_size,intermediate_period,warm,3.0405700731899445,9.64614036367638,1.9488247225945832,69.43218157696609,0.2250053237106039,132.31351610600757,713.497200225117,"[""61 Vir c"", ""AU Mic e"", ""BD+05 4868 A b"", ""BD-11 4672 c"", ""CoRoT-24 b""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube62_cluster0,central_node;cycle_component_node;large_node;risky_node,794,7,1,0.0,0.0,hot_jupiter_candidate,jovian_size,short_period,warm,14.004219227531486,331.2435741052141,0.6961074505651371,542.4806988926572,0.8989442017725547,781.4527226561282,1059.008312222446,"[""16 Cyg B b"", ""24 Boo b"", ""24 Sex b"", ""24 Sex c"", ""2MASS J19383260+4603591 b""]","Node enriched in short-period large-radius planets, compatible with a hot-Jupiter-like region.",High imputation dependence reduces confidence in fine-grained scientific interpretation.
phys_min_pca2_cubes10_overlap0p35,cube61_cluster0,central_node;cycle_component_node;large_node;risky_node,769,10,1,0.0305591677503251,0.0,warm_or_cool_giant_candidate,jovian_size,long_period,warm,13.047035082503182,836.5545716659971,2.0963538181548063,12400.959151231436,3.874698627001594,461.4213676597299,848.2822429731607,"[""14 And b"", ""16 Cyg B b"", ""17 Sco b"", ""24 Sex b"", ""2M0437 b""]",Node concentrated in long-period orbital configurations with low imputation dependence.,High imputation dependence reduces confidence in fine-grained scientific interpretation.
phys_min_pca2_cubes10_overlap0p35,cube52_cluster0,central_node;cycle_component_node;large_node,723,8,1,0.0,0.0,warm_or_cool_giant_candidate,jovian_size,short_period,hot,11.960320242102352,163.15419218663902,0.5173228094542589,448.12308430906586,0.7773314270631809,298.0189062630995,880.3803420985629,"[""24 Boo b"", ""24 Sex c"", ""47 UMa c"", ""51 Peg b"", ""55 Cnc b""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube13_cluster0,cycle_component_node;large_node;reliable_node,659,4,1,0.0,0.0,super_earth_candidate,rocky_size,short_period,hot,1.1154154053414265,1.5137210605614568,5.515359925921753,49.82361160862795,0.10323723859256874,545.3249413380223,947.8937950049584,"[""AU Mic d"", ""Barnard b"", ""Barnard c"", ""Barnard d"", ""EPIC 201170410.02""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube42_cluster0,central_node;cycle_component_node,592,6,1,0.0,0.0,unknown_mixed,neptune_or_sub_jovian_size,intermediate_period,warm,5.526677748277027,28.141269038277027,1.0091540032122208,255.1447154275464,0.5054377810533915,135.67120261020705,708.3553109410619,"[""55 Cnc c"", ""55 Cnc f"", ""61 Vir c"", ""61 Vir d"", ""AU Mic e""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube22_cluster0,cycle_component_node;reliable_node,538,3,1,0.0009293680297397769,0.0,sub_neptune_candidate,sub_neptune_size,intermediate_period,warm,2.435487542723756,6.313183410520446,2.418529255972991,35.45264526652039,0.15594877354677422,137.14093391914028,716.3900321411692,"[""BD+05 4868 A b"", ""DMPP-6 b"", ""EPIC 206024342 d"", ""EPIC 212297394 c"", ""EPIC 212587672 c""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube67_cluster0,central_node;cycle_component_node;extreme_orbital_period;risky_node,438,6,1,0.0,0.0,warm_or_cool_giant_candidate,jovian_size,long_period,warm,12.57861906305936,2580.213165910822,7.365719263657313,1964029.1910016756,114.3721383577381,76.44290838306915,665.4100712727376,"[""11 Com b"", ""11 UMi b"", ""14 And b"", ""14 Her b"", ""17 Sco b""]",Node concentrated in long-period orbital configurations with low imputation dependence.,High imputation dependence reduces confidence in fine-grained scientific interpretation.
phys_min_pca2_cubes10_overlap0p35,cube53_cluster0,cycle_component_node;risky_node,409,5,1,0.0,0.0,warm_or_cool_giant_candidate,jovian_size,short_period,hot,12.715737053349635,122.90069081596577,0.33038008743932756,495.848287723293,0.8256621393908103,376.3673757124437,924.3315093979086,"[""47 UMa c"", ""51 Peg b"", ""55 Cnc c"", ""BD+42 2315 b"", ""BD-06 1339 c""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,High imputation dependence reduces confidence in fine-grained scientific interpretation.
phys_min_pca2_cubes10_overlap0p35,cube60_cluster0,cycle_component_node;extreme_orbital_period;risky_node,339,5,1,0.0,0.0,warm_or_cool_giant_candidate,jovian_size,long_period,warm,12.587687564218289,1882.1856245454278,5.237249129759294,1275420.918762341,38.74881723951496,92.1604532408631,684.4157610449818,"[""14 And b"", ""14 Her b"", ""17 Sco b"", ""18 Del b"", ""2M0437 b""]",Node concentrated in long-period orbital configurations with low imputation dependence.,High imputation dependence reduces confidence in fine-grained scientific interpretation.
phys_min_pca2_cubes10_overlap0p35,cube41_cluster0,cycle_component_node,288,5,1,0.0,0.0,sub_neptune_candidate,sub_neptune_size,intermediate_period,warm,3.843884195729167,16.260760522048614,1.7859438098204505,137.68665908142253,0.3387848061523208,129.36192702923552,709.5820429325154,"[""61 Vir c"", ""BD+20 594 b"", ""BD-11 4672 c"", ""CoRoT-24 c"", ""CoRoT-7 d""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube68_cluster0,central_node;cycle_component_node;risky_node,271,7,1,0.06826568265682657,0.0,warm_or_cool_giant_candidate,jovian_size,long_period,warm,13.73722353508616,1501.6732918934465,3.2662795546541643,35150.76405518848,9.740306126704754,435.2813410012466,824.4374784210706,"[""14 And b"", ""17 Sco b"", ""1RXS J160929.1-210524 b"", ""2M0437 b"", ""2MASS J12073346-3932539 b""]",Node concentrated in long-period orbital configurations with low imputation dependence.,High imputation dependence reduces confidence in fine-grained scientific interpretation.
phys_min_pca2_cubes10_overlap0p35,cube63_cluster0,cycle_component_node,263,3,1,0.0,0.0,hot_jupiter_candidate,jovian_size,short_period,very_hot,15.414553804638782,195.88259749292777,0.29549755715545417,425.0062392920351,0.7087284526831837,824.8723942159212,1186.9767408428977,"[""47 UMa c"", ""51 Peg b"", ""BD+42 2315 b"", ""BD-10 3166 b"", ""BD-11 4672 b""]","Node enriched in short-period large-radius planets, compatible with a hot-Jupiter-like region.",Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube66_cluster0,cycle_component_node;extreme_mass;extreme_orbital_period;risky_node,189,4,1,0.0,0.0,warm_or_cool_giant_candidate,jovian_size,long_period,warm,12.129047460634924,5385.820955885344,16.852636557791644,5814774.217765448,360.9980222339616,108.54125235225838,753.9236800294104,"[""11 Com b"", ""11 UMi b"", ""2MASS J01033563-5515561 AB b"", ""2MASS J01225093-2439505 b"", ""2MASS J0249-0557 c""]",Node concentrated in long-period orbital configurations with low imputation dependence.,High imputation dependence reduces confidence in fine-grained scientific interpretation.
phys_min_pca2_cubes10_overlap0p35,cube20_cluster0,cycle_component_node;reliable_node,166,5,1,0.0,0.0,super_earth_candidate,rocky_size,short_period,hot,1.4203847230120483,4.146628420361446,7.153964261981387,68.70306728519368,0.11864188142056223,692.825950522051,1059.3007507487368,"[""55 Cnc e"", ""EPIC 201595106 b"", ""EPIC 201615463 c"", ""EPIC 220674823 b"", ""EPIC 249893012 b""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube5_cluster0,cycle_component_node;reliable_node,90,2,1,0.0,0.0,rocky_candidate,rocky_size,short_period,hot,0.756246235222222,0.37253478577777777,4.570123126723786,5.116513002688889,0.04716386665885078,645.0613733512142,1056.4949657992777,"[""Barnard b"", ""Barnard c"", ""Barnard d"", ""Barnard e"", ""EPIC 201497682 b""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube43_cluster0,cycle_component_node,80,3,1,0.0,0.0,warm_or_cool_giant_candidate,jovian_size,long_period,warm,9.05681296375,57.956646596249996,0.43291583272285433,559.7993154611692,0.8594580341207816,173.18808836947633,725.2039600698268,"[""55 Cnc c"", ""BD-06 1339 c"", ""DMPP-2 c"", ""DMPP-7 b"", ""GJ 1148 c""]",Node concentrated in long-period orbital configurations with low imputation dependence.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube51_cluster1,cycle_component_node;reliable_node,79,3,1,0.0,0.0,hot_jupiter_candidate,jovian_size,short_period,hot,11.273007055822783,282.8409961579747,1.0956526617987967,29.963781819113933,0.1251359746835443,325.7589258969999,1021.7383716074742,"[""CoRoT-29 b"", ""CoRoT-9 b"", ""HAT-P-3 b"", ""HAT-P-52 b"", ""HAT-P-54 b""]","Node enriched in short-period large-radius planets, compatible with a hot-Jupiter-like region.",Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube12_cluster0,cycle_component_node;reliable_node,78,3,1,0.0,0.0,super_earth_candidate,rocky_size,short_period,hot,1.224578761153846,2.050769230769231,6.169992544601986,136.42669358825637,0.18632158715437624,368.6832035637096,888.6118541575682,"[""EPIC 201615463 c"", ""GJ 3323 b"", ""GJ 3929 b"", ""GJ 9827 c"", ""HD 20781 b""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube30_cluster0,cycle_component_node;reliable_node,47,3,1,0.0,0.0,sub_neptune_candidate,sub_neptune_size,short_period,hot,1.7602573793617018,8.032721858085106,8.293242034418387,13.078310217659572,0.07466363829787231,1066.5953021276596,1243.5951063829787,"[""55 Cnc e"", ""EPIC 201595106 b"", ""EPIC 220674823 b"", ""EPIC 249893012 b"", ""HD 110113 c""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube30_cluster1,cycle_component_node;reliable_node,44,4,1,0.0,0.0,sub_neptune_candidate,sub_neptune_size,intermediate_period,warm,2.484152061136364,19.925603974090908,7.272526236813053,24.073178410977274,0.14676068181818178,95.19324021673256,702.9672727272726,"[""BD+20 594 b"", ""GJ 143 b"", ""HD 106315 b"", ""HD 18599 b"", ""HD 207897 b""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube67_cluster1,cycle_component_node;risky_node,39,3,1,0.3717948717948718,0.0,warm_or_cool_giant_candidate,jovian_size,short_period,hot,16.80886613836783,2375.798285231323,2.683063228844103,25545.57888462189,14.300336773602153,1348.9228387162889,1180.94317411996,"[""1RXS J160929.1-210524 b"", ""51 Eri b"", ""BD-06 1339 b"", ""BD-08 2823 b"", ""HD 10180 c""]","Thermally extreme node, but interpretation is weakened by high imputation dependence.",High imputation dependence reduces confidence in fine-grained scientific interpretation.
phys_min_pca2_cubes10_overlap0p35,cube60_cluster1,cycle_component_node;risky_node,19,3,1,0.42105263157894735,0.0,hot_jupiter_candidate,jovian_size,short_period,hot,15.441673834678337,1732.1661580492334,2.5804778202674465,6713.809355553665,3.9825618947368446,1157.8736211500338,1041.5085954566523,"[""BD-06 1339 b"", ""HD 143811 AB b"", ""HD 160691 b"", ""HD 160691 c"", ""HD 176986 b""]","Thermally extreme node, but interpretation is weakened by high imputation dependence.",High imputation dependence reduces confidence in fine-grained scientific interpretation.
phys_min_pca2_cubes10_overlap0p35,cube69_cluster0,cycle_component_node;reliable_node,19,3,1,0.0,0.0,hot_jupiter_candidate,jovian_size,short_period,very_hot,16.614499957894736,786.7974308352633,0.9782756548333732,2.8555129178947367,0.042550408831901414,7431.383048273941,1961.0031578947367,"[""CoRoT-11 b"", ""CoRoT-2 b"", ""HAT-P-49 b"", ""HAT-P-56 b"", ""KELT-16 b""]","Node enriched in short-period large-radius planets, compatible with a hot-Jupiter-like region.",Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube40_cluster0,cycle_component_node;reliable_node,15,3,1,0.0,0.0,sub_neptune_candidate,sub_neptune_size,intermediate_period,warm,2.650957567333333,22.793771657333334,6.868189855413535,23.29262256666667,0.14829133333333333,130.30946544082556,704.9159999999999,"[""BD+20 594 b"", ""GJ 143 b"", ""HD 18599 b"", ""HD 22946 d"", ""K2-182 b""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube6_cluster0,reliable_node,11,1,1,0.0,0.0,rocky_candidate,rocky_size,short_period,hot,0.6246189754545454,0.1808181818181818,4.072225386935171,3.115745501090909,0.03438471206363995,720.5320792296105,1099.438031877138,"[""Barnard e"", ""K2-89 b"", ""Kepler-1087 b"", ""Kepler-1130 d"", ""Kepler-1351 b""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube32_cluster1,cycle_component_node;reliable_node,9,3,7,0.0,0.0,unknown_mixed,neptune_or_sub_jovian_size,intermediate_period,warm,5.301777777777779,15.81666666666667,0.5849600795890019,55.02737092222222,0.23326777777777774,59.660222222222224,637.1111111111111,"[""K2-24 b"", ""K2-32 b"", ""KOI-1783.02"", ""Kepler-18 c"", ""Kepler-25 c""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube42_cluster1,cycle_component_node;reliable_node,9,3,7,0.0,0.0,unknown_mixed,neptune_or_sub_jovian_size,intermediate_period,warm,5.301777777777779,15.81666666666667,0.5849600795890019,55.02737092222222,0.23326777777777774,59.660222222222224,637.1111111111111,"[""K2-24 b"", ""K2-32 b"", ""KOI-1783.02"", ""Kepler-18 c"", ""Kepler-25 c""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube51_cluster0,risky_node,8,1,1,0.25,0.0,hot_jupiter_candidate,jovian_size,short_period,hot,9.840824354513979,427.32340644125014,2.4707158959374595,186.39641091162497,0.46007408354978174,7307.110188475168,1028.0177587192593,"[""CoRoT-13 b"", ""HD 215152 c"", ""KOI-1257 b"", ""Kepler-97 c"", ""PSR J1719-1438 b""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,High imputation dependence reduces confidence in fine-grained scientific interpretation.
phys_min_pca2_cubes10_overlap0p35,cube61_cluster1,cycle_component_node;extreme_insolation;extreme_large_radius;extreme_temperature;reliable_node,7,3,13,0.0,0.0,hot_jupiter_candidate,jovian_size,short_period,very_hot,18.158299647142858,1212.821553915714,1.1383797076312925,3.2411655157142856,0.04830599999999995,7986.9571774152355,2051.7571428571428,"[""HAT-P-69 b"", ""KELT-20 b"", ""KELT-21 b"", ""MASCARA-1 b"", ""NGTS-33 b""]","Node enriched in short-period large-radius planets, compatible with a hot-Jupiter-like region.",Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube68_cluster1,cycle_component_node;extreme_insolation;extreme_large_radius;extreme_temperature;reliable_node,7,3,13,0.0,0.0,hot_jupiter_candidate,jovian_size,short_period,very_hot,18.158299647142858,1212.821553915714,1.1383797076312925,3.2411655157142856,0.04830599999999995,7986.9571774152355,2051.7571428571428,"[""HAT-P-69 b"", ""KELT-20 b"", ""KELT-21 b"", ""MASCARA-1 b"", ""NGTS-33 b""]","Node enriched in short-period large-radius planets, compatible with a hot-Jupiter-like region.",Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube41_cluster2,cycle_component_node;reliable_node,7,2,11,0.0,0.0,unknown_mixed,neptune_or_sub_jovian_size,short_period,hot,5.471985714285714,56.58142857142857,1.9304961460353443,28.629446105714276,0.13275571428571428,474.0058571428571,1129.357142857143,"[""K2-108 b"", ""Kepler-101 b"", ""Kepler-103 c"", ""TOI-3862 b"", ""TOI-532 b""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube51_cluster2,reliable_node,7,1,1,0.0,0.0,hot_jupiter_candidate,jovian_size,short_period,warm,8.642319014285714,114.99056611428571,0.9854278658747955,40.44562174285716,0.16274142857142856,210.26481303850093,864.0198838211523,"[""HATS-49 b"", ""HD 149026 b"", ""K2-139 b"", ""Kepler-16 b"", ""TOI-1194 b""]","Node enriched in short-period large-radius planets, compatible with a hot-Jupiter-like region.",Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube40_cluster1,reliable_node,7,0,8,0.0,0.0,sub_neptune_candidate,sub_neptune_size,intermediate_period,warm,3.0085714285714285,53.271428571428565,10.85133160656744,29.141328257142863,0.16634142857142847,638.409,797.1428571428571,"[""Kepler-123 b"", ""Kepler-282 e"", ""Kepler-297 b"", ""Kepler-462 b"", ""Kepler-58 c""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube29_cluster0,cycle_component_node;reliable_node,6,3,5,0.0,0.0,sub_neptune_candidate,sub_neptune_size,short_period,hot,2.1550000000000002,39.55139881833333,22.088587797510886,8.300489333333333,0.07911666666666667,149.80149999999998,884.6666666666666,"[""Kepler-183 c"", ""Kepler-226 c"", ""Kepler-267 b"", ""Kepler-53 d"", ""Kepler-84 b""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube30_cluster3,cycle_component_node;reliable_node,6,3,5,0.0,0.0,sub_neptune_candidate,sub_neptune_size,short_period,hot,2.1550000000000002,39.55139881833333,22.088587797510886,8.300489333333333,0.07911666666666667,149.80149999999998,884.6666666666666,"[""Kepler-183 c"", ""Kepler-226 c"", ""Kepler-267 b"", ""Kepler-53 d"", ""Kepler-84 b""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube33_cluster0,cycle_component_node;reliable_node,6,3,7,0.0,0.0,unknown_mixed,neptune_or_sub_jovian_size,intermediate_period,hot,5.312666666666666,15.083333333333336,0.5548830785159383,63.52947183333333,0.2521583333333333,76.76633333333332,679.3333333333334,"[""K2-32 b"", ""KOI-1783.02"", ""Kepler-18 c"", ""Kepler-25 c"", ""Kepler-82 c""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube39_cluster0,cycle_component_node;reliable_node,6,3,5,0.0,0.0,sub_neptune_candidate,sub_neptune_size,short_period,hot,2.1550000000000002,39.55139881833333,22.088587797510886,8.300489333333333,0.07911666666666667,149.80149999999998,884.6666666666666,"[""Kepler-183 c"", ""Kepler-226 c"", ""Kepler-267 b"", ""Kepler-53 d"", ""Kepler-84 b""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube40_cluster4,cycle_component_node;reliable_node,6,3,5,0.0,0.0,sub_neptune_candidate,sub_neptune_size,short_period,hot,2.1550000000000002,39.55139881833333,22.088587797510886,8.300489333333333,0.07911666666666667,149.80149999999998,884.6666666666666,"[""Kepler-183 c"", ""Kepler-226 c"", ""Kepler-267 b"", ""Kepler-53 d"", ""Kepler-84 b""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube43_cluster1,cycle_component_node;reliable_node,6,3,7,0.0,0.0,unknown_mixed,neptune_or_sub_jovian_size,intermediate_period,hot,5.312666666666666,15.083333333333336,0.5548830785159383,63.52947183333333,0.2521583333333333,76.76633333333332,679.3333333333334,"[""K2-32 b"", ""KOI-1783.02"", ""Kepler-18 c"", ""Kepler-25 c"", ""Kepler-82 c""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube51_cluster3,cycle_component_node;reliable_node,6,2,11,0.0,0.0,unknown_mixed,neptune_or_sub_jovian_size,short_period,hot,5.4989833333333324,57.528333333333336,1.9398176606965827,32.79542362333333,0.148615,546.3734999999999,1201.0,"[""K2-108 b"", ""Kepler-101 b"", ""Kepler-103 c"", ""TOI-3862 b"", ""TOI-532 b""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube40_cluster3,reliable_node,6,1,1,0.0,0.0,sub_neptune_candidate,sub_neptune_size,intermediate_period,warm,2.3644683349999998,28.900000000000002,12.160129838153209,16.93468494716667,0.12088999999999996,101.50243333333337,757.915,"[""Kepler-245 c"", ""Kepler-328 b"", ""Kepler-338 b"", ""Kepler-411 b"", ""TOI-1174 b""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube0_cluster0,cycle_component_node;extreme_small_radius;reliable_node,5,3,0,0.0,0.0,rocky_candidate,rocky_size,short_period,hot,0.5166,0.08931999999999991,3.5681931781771867,3.9373413298,0.042287540879581864,462.6803885554476,882.5052658754342,"[""Kepler-1308 b"", ""Kepler-1489 c"", ""Kepler-1994 b"", ""Kepler-444 c"", ""Kepler-444 e""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube1_cluster0,cycle_component_node;extreme_small_radius;reliable_node,5,3,0,0.0,0.0,rocky_candidate,rocky_size,short_period,hot,0.5166,0.08931999999999991,3.5681931781771867,3.9373413298,0.042287540879581864,462.6803885554476,882.5052658754342,"[""Kepler-1308 b"", ""Kepler-1489 c"", ""Kepler-1994 b"", ""Kepler-444 c"", ""Kepler-444 e""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube5_cluster1,cycle_component_node;extreme_small_radius;reliable_node,5,3,0,0.0,0.0,rocky_candidate,rocky_size,short_period,hot,0.5166,0.08931999999999991,3.5681931781771867,3.9373413298,0.042287540879581864,462.6803885554476,882.5052658754342,"[""Kepler-1308 b"", ""Kepler-1489 c"", ""Kepler-1994 b"", ""Kepler-444 c"", ""Kepler-444 e""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube6_cluster1,cycle_component_node;extreme_small_radius;reliable_node,5,3,0,0.0,0.0,rocky_candidate,rocky_size,short_period,hot,0.5166,0.08931999999999991,3.5681931781771867,3.9373413298,0.042287540879581864,462.6803885554476,882.5052658754342,"[""Kepler-1308 b"", ""Kepler-1489 c"", ""Kepler-1994 b"", ""Kepler-444 c"", ""Kepler-444 e""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube62_cluster1,cycle_component_node;extreme_insolation;extreme_large_radius;extreme_temperature;reliable_node,5,3,13,0.0,0.0,hot_jupiter_candidate,jovian_size,short_period,very_hot,18.472419506,1157.0271754819998,1.023592437880885,3.3701136220000003,0.05206839999999994,10192.836000000005,2165.66,"[""HAT-P-69 b"", ""KELT-20 b"", ""KELT-21 b"", ""MASCARA-1 b"", ""NGTS-33 b""]","Node enriched in short-period large-radius planets, compatible with a hot-Jupiter-like region.",Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube69_cluster1,cycle_component_node;extreme_insolation;extreme_large_radius;extreme_temperature;reliable_node,5,3,13,0.0,0.0,hot_jupiter_candidate,jovian_size,short_period,very_hot,18.472419506,1157.0271754819998,1.023592437880885,3.3701136220000003,0.05206839999999994,10192.836000000005,2165.66,"[""HAT-P-69 b"", ""KELT-20 b"", ""KELT-21 b"", ""MASCARA-1 b"", ""NGTS-33 b""]","Node enriched in short-period large-radius planets, compatible with a hot-Jupiter-like region.",Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube21_cluster1,reliable_node,5,1,4,0.0,0.0,sub_neptune_candidate,sub_neptune_size,short_period,hot,1.8216,1.9899999999999998,1.834337809423877,9.481919984400001,0.08484467921999998,104.70300000000002,769.0,"[""Kepler-11 b"", ""Kepler-139 d"", ""Kepler-28 c"", ""Kepler-85 b"", ""Kepler-85 c""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
phys_min_pca2_cubes10_overlap0p35,cube22_cluster1,reliable_node,5,1,4,0.0,0.0,sub_neptune_candidate,sub_neptune_size,short_period,hot,1.8216,1.9899999999999998,1.834337809423877,9.481919984400001,0.08484467921999998,104.70300000000002,769.0,"[""Kepler-11 b"", ""Kepler-139 d"", ""Kepler-28 c"", ""Kepler-85 b"", ""Kepler-85 c""]",Node summarizes a heuristic physical region induced by the completed Mapper feature space.,Low-to-moderate caution: interpretation is comparatively stable within this run.
