pl_name,hostname,discoverymethod,disc_year,disc_facility,sy_dist,pl_rade,pl_bmasse,pl_dens,pl_orbper,pl_orbsmax,pl_insol,pl_eqt,original_pl_rade,original_pl_bmasse,original_pl_dens,original_pl_orbper,original_pl_orbsmax,original_pl_insol,original_pl_eqt,pl_rade_was_missing,pl_rade_source,pl_bmasse_was_missing,pl_bmasse_source,pl_dens_was_missing,pl_dens_source,pl_orbper_was_missing,pl_orbper_source,pl_orbsmax_was_missing,pl_orbsmax_source,pl_insol_was_missing,pl_insol_source,pl_eqt_was_missing,pl_eqt_source
TOI-257 b,TOI-257,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),76.9028,0.492351842746338,0.4105864777789731,-1.0965455258946444,0.17135993549755915,0.26086562050344203,0.324559910060345,0.45806451612903226,7.162538669999999,43.86032017,0.6581692989228713,18.388179999999995,0.1528,186.00000000000009,1027.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
TOI-2570 b,TOI-2570,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),361.857,0.8378613915236145,0.8813581605632416,-1.2167978472105143,-0.5551214252533195,-0.5089105153039287,0.6858812768765996,1.1096774193548387,13.641329510000002,260.61929374,0.566113128641296,2.9887614999999994,0.04145,699.0000000000001,1431.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
TOI-2580 b,TOI-2580,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),379.253,0.9675756284779842,0.8117259488759443,-2.006290851584131,-0.5038379100805979,-0.42234556784326865,0.933209467015688,2.6887096774193546,17.37392009,200.23189640999996,0.21052639963976172,3.39775,0.047999999999999994,1729.9999999999984,2410.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
TOI-2583 A b,TOI-2583 A,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),566.189,0.8691030386442218,0.5675606569549567,-2.3043278350806964,-0.38965479170545875,-0.3199147642908734,0.7054283629278146,1.15,14.459585099999998,79.45710175,0.14492122180142217,4.5207265,0.057099999999999984,750.8999999999997,1456.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
TOI-2587 A b,TOI-2587 A,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),373.675,0.772319755016139,0.531377821260401,-1.9815474605624834,-0.3144173333110218,-0.2572326065594821,0.6969756034681162,1.132258064516129,12.072072210000002,69.28659273,0.2171553297533219,5.456639999999999,0.06350000000000001,728.0,1445.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
TOI-2589 b,TOI-2589,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),200.273,0.7738115670276536,1.2647313330714751,0.22740972977481028,0.6549493926643121,0.6589299720821431,-0.2612102427388392,-0.2435483870967742,12.105699160000002,1112.3994245,3.4574657468366783,61.62769999999999,0.29999999999999993,21.746399999999998,592.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
TOI-260 b,TOI-260,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),20.1852,-0.2758373011607185,-0.207266105806058,0.4664296959932349,0.04708065124013121,-0.023910925617106935,-0.46826184335212,-0.4032258064516129,1.71,4.23,4.6646471518901915,13.475852999999999,0.09429999999999998,10.183799999999998,493.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
TOI-261.01,TOI-261,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),114.495,0.03361285566621823,0.006752422071745836,-0.2685387722626458,-0.5078384408621761,-0.6122215638516366,0.7471082666420483,1.5798225806451613,3.0449863,9.51,1.8573393065105621,3.3639254,0.034792188999999994,874.7956,1722.49,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
TOI-261.02,TOI-261,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),114.495,0.08452606172617107,0.049963358685853984,-0.36529524965943994,0.033914512244450766,0.07154125941266772,0.3981059945900032,0.4266612903225806,3.34822227,11.199999999999998,1.6452880462063837,13.03935862135,0.11085873159783106,243.52610000000004,1007.53,False,observed,False,observed,True,derived_density,False,observed,True,derived_kepler,False,observed,False,observed
TOI-262 b,TOI-262,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),43.932,-0.17337324160557893,-0.16627596582434082,0.1328109510150555,-0.028845332562690295,0.29899346212240313,0.0013619246697254988,-0.2564516129032258,2.07,4.94,3.071020208815521,11.145289999999997,0.16299999999999998,56.913300000000014,584.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
