pl_name,hostname,discoverymethod,disc_year,disc_facility,sy_dist,pl_rade,pl_bmasse,pl_dens,pl_orbper,pl_orbsmax,pl_insol,pl_eqt,original_pl_rade,original_pl_bmasse,original_pl_dens,original_pl_orbper,original_pl_orbsmax,original_pl_insol,original_pl_eqt,pl_rade_was_missing,pl_rade_source,pl_bmasse_was_missing,pl_bmasse_source,pl_dens_was_missing,pl_dens_source,pl_orbper_was_missing,pl_orbper_source,pl_orbsmax_was_missing,pl_orbsmax_source,pl_insol_was_missing,pl_insol_source,pl_eqt_was_missing,pl_eqt_source
55 Cnc e,55 Cnc,Radial Velocity,2004.0,McDonald Observatory,12.5855,-0.3040376107170399,0.06499640602622554,0.8502644811622698,-1.4718056042735141,-1.469419615978766,1.1865861959128043,1.9485420240137221,1.875,7.99,6.683588835555556,0.7365473999999999,0.015440000000000002,2657.8322000000007,1958.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
AU Mic b,AU Mic,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),9.7221,0.7313880200473438,0.13067936486776593,-1.6864806566596453,0.020564743951766263,-0.07748610213511531,-0.5696900218735201,-0.458319039451115,4.79,8.990000000000002,0.4510450419485994,8.463446,0.07000000000000002,21.2,554.8,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
AU Mic c,AU Mic,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),9.7221,0.13471140858238692,0.3954080635177475,0.28651784545788606,0.5103131666146421,0.4111561605483972,-0.9572517126029867,-0.68147512864494,2.79,14.459999999999999,3.671321730690891,18.859023000000004,0.11899999999999998,7.3,424.7,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
BD-14 3065 b,BD-14 3065 A,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),589.423,2.3936164480672932,3.5176980756297884,-0.2150724056119247,-0.3949019171368792,-0.13726888572203674,0.6728229504200715,2.0222984562607205,21.589999999999996,3931.999999999999,2.154380174813934,4.2889731,0.06559999999999999,646.7609999999999,2001.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
Barnard b,Barnard's star,Radial Velocity,2024.0,Paranal Observatory,1.82655,-1.3606492591043948,-1.7650383701205978,0.4605425373977707,-0.5827441487958187,-1.1064333966567,-0.9851889899507634,-0.6586620926243568,0.72,0.29900000000000004,4.417132844650206,3.1542000000000003,0.022899999999999997,6.760000000000001,438.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
CD Cet b,CD Cet,Radial Velocity,2020.0,Calar Alto Observatory,8.60715,-0.33690480433538633,-0.3273983930963831,0.27141001550917127,-0.7782666437391551,-1.3029169649965051,-0.8976746977325909,-0.614065180102916,1.82,3.95,3.6128480262642797,2.2907,0.018499999999999996,8.6,464.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
CoRoT-1 b,CoRoT-1,Transit,2008.0,CoRoT,787.909,2.1100964326102263,2.1330590175467976,-1.8292447059603163,-1.0334232263108103,-0.937198587964514,1.212298381152703,1.8456260720411664,16.7,327.3500000000001,0.3875517422253274,1.5089557,0.027520000000000003,2852.6299999999987,1898.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
CoRoT-10 b,CoRoT-10,Transit,2010.0,CoRoT,338.386,1.6360549097532255,2.6800640730838237,0.30703020675754406,0.29411470837098086,0.3002712689528687,-0.6695240940000244,-0.38078902229845624,10.87,874.0000000000003,3.7522309566422547,13.240599999999999,0.1055,16.108899999999995,600.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
CoRoT-11 b,CoRoT-11,Transit,2010.0,CoRoT,655.037,2.064892963070728,2.587745704146949,-0.9455201410056723,-0.6145375271699508,-0.5134633798300353,1.0627736321155605,1.4322469982847341,16.03,740.5099999999998,0.9912817767884347,2.99433,0.04360000000000001,1890.648999999999,1657.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
CoRoT-12 b,CoRoT-12,Transit,2010.0,CoRoT,1126.37,2.0724425921655327,2.0683337942064846,-1.8423041280589965,-0.6494613828311745,-0.5891461089306153,0.6808127532277067,1.0634648370497428,16.140000000000004,291.438,0.38221026658520124,2.828042,0.04016000000000001,661.1334000000002,1442.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
CoRoT-13 b,CoRoT-13,Transit,2010.0,CoRoT,1148.93,1.5350938354729262,2.266151285996477,-0.13405184650745863,-0.4321839709416777,-0.3690992119044231,0.6116127583433819,1.5060034305317325,9.92,415.70400000000035,2.3480965406655954,4.03519,0.05099999999999999,546.5338999999998,1700.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
CoRoT-18 b,CoRoT-18,Transit,2011.0,CoRoT,764.889,1.967771271917831,2.809592583520604,-0.3223869220361724,-0.8925487589019643,-0.8732187287802381,0.760733968563705,1.248713550600343,14.680000000000003,1102.8200000000002,1.922176346081597,1.9000693,0.0295,823.7009000000002,1550.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
CoRoT-19 b,CoRoT-19,Transit,2011.0,CoRoT,790.663,1.9511017292928523,2.174731029999125,-1.3522766879158503,-0.453463136921198,-0.3547662385563216,0.867142521993287,2.020583190394511,14.459999999999999,352.78000000000014,0.6433774555111895,3.8971299999999998,0.05179999999999999,1103.8089999999995,2000.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
CoRoT-2 b,CoRoT-2,Transit,2008.0,CoRoT,213.283,2.0922365371533234,2.809592583520604,-0.6406595820750086,-0.9452905727160261,-0.921933284324591,0.8059921106258642,1.1989708404802744,16.431999999999995,1102.8200000000002,1.370566513242815,1.7429935000000003,0.02798,932.9076000000001,1521.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
CoRoT-20 b,CoRoT-20,Transit,2011.0,CoRoT,844.061,1.4774790936246078,2.929072992251337,1.1331957416233769,0.07441140100325327,0.1539430587404655,0.20962329148773598,0.346483704974271,9.415559999999997,1366.6690000000008,9.028001853481811,9.242850000000002,0.08999999999999998,180.8704,1024.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
CoRoT-32 b,CoRoT-32,Transit,2018.0,CoRoT,576.683,1.049402477769299,1.0599184784002267,-0.9298536061935744,-0.12057764096468028,-0.06442382713574464,0.09583654879681333,0.19897084048027444,6.38913,47.6745,1.0079238787654619,6.718369999999999,0.071,132.25999999999993,938.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
CoRoT-4 b,CoRoT-4,Transit,2008.0,CoRoT,726.412,1.86210159550214,1.9336237735770823,-1.5320118995444316,0.07170727037825565,0.1539430587404655,0.2532833012548269,0.4322469982847341,13.34,228.82999999999993,0.531510971405724,9.202050000000002,0.08999999999999998,203.9517,1074.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
CoRoT-5 b,CoRoT-5,Transit,2009.0,CoRoT,882.472,2.0318989992641288,1.692478633231384,-2.3735875555977204,-0.4317741789975462,-0.3971483329888762,0.7438390286332651,1.0566037735849056,15.558000000000002,148.42000000000002,0.21731909488335258,4.0378962,0.04947,786.2948999999996,1438.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
DS Tuc A b,DS Tuc A,Transit,2019.0,Transiting Exoplanet Survey Satellite (TESS),44.0622,0.923405688008573,2.2627577142592017,1.4243753537914874,-0.0033831251911944898,0.039072447880197515,0.047609106183078745,0.048027444253859346,5.700000000000001,413.17899999999986,12.302133482367044,8.138268,0.07944531654764664,115.82760000000005,850.0,False,observed,False,observed,True,derived_density,False,observed,True,derived_kepler,False,observed,False,observed
EPIC 201595106 b,EPIC 201595106,Transit,2021.0,K2,232.1,-0.503547916848433,0.042229384395932726,1.3219744272649394,-1.3649562305400647,-1.343625248097818,1.2122180886429945,2.085763293310463,1.565,7.67,11.033647371730064,0.8772399999999998,0.0177,2851.9999999999986,2038.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
EPIC 211822797 b,EPIC 211822797,Transit,2016.0,K2,186.197,-0.2778555763630025,-0.27366973408599987,0.21118159600795144,0.5809744913972283,0.41501727709475406,-1.2244816520591462,-0.6706689536878216,1.92,4.35,3.388849894205729,21.170196300000004,0.1195,3.4999999999999987,431.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
EPIC 211945201 b,EPIC 211945201,Transit,2018.0,K2,181.69,0.9349655566723419,0.24307278340986108,-2.0171788925737753,0.5304984673657798,0.6200421030271094,-0.0021871414078992886,-0.008576329331046312,5.76,11.000000000000002,0.3173890918370628,19.492209999999996,0.1493,101.00000000000001,817.0,False,observed,False,observed,True,derived_density,False,observed,False,observed,False,observed,False,observed
